path_frame_index,reaction_coordinate_xi_angstrom,is_reactant_geometry,is_product_geometry,is_transition_state_geometry,lambda_1_dft_eV_per_angstrom2_per_amu,lambda_1_hip_eV_per_angstrom2_per_amu,lambda_1_equiformerv2_ad_eV_per_angstrom2_per_amu,lambda_2_dft_eV_per_angstrom2_per_amu,lambda_2_hip_eV_per_angstrom2_per_amu,lambda_2_equiformerv2_ad_eV_per_angstrom2_per_amu,lambda_3_dft_eV_per_angstrom2_per_amu,lambda_3_hip_eV_per_angstrom2_per_amu,lambda_3_equiformerv2_ad_eV_per_angstrom2_per_amu,lambda_4_dft_eV_per_angstrom2_per_amu,lambda_4_hip_eV_per_angstrom2_per_amu,lambda_4_equiformerv2_ad_eV_per_angstrom2_per_amu,lambda_5_dft_eV_per_angstrom2_per_amu,lambda_5_hip_eV_per_angstrom2_per_amu,lambda_5_equiformerv2_ad_eV_per_angstrom2_per_amu,lambda_6_dft_eV_per_angstrom2_per_amu,lambda_6_hip_eV_per_angstrom2_per_amu,lambda_6_equiformerv2_ad_eV_per_angstrom2_per_amu
10,-1.4570245916682958,False,False,False,0.044964592533147885,0.026457479462135332,-0.014433066315890636,0.0649076554073665,0.07302115689822469,0.09570075069739178,0.12870142268024945,0.12826788661101843,0.12415421358148349,0.37126416549600955,0.3724491063509993,0.34678387771274016,0.852715102374383,0.8535265261935135,0.3919619503213516,1.0878809564941796,1.0842919571307017,0.8677079265393169
11,-1.450224477155115,False,False,False,-0.09876587389705109,-0.12339773909109479,-0.01821141694395534,0.0660286496082536,0.07392919758736105,0.041882279052481104,0.1339326781422242,0.13184757069929512,0.09421238597629225,0.37706395360308387,0.37815991951408334,0.34159152092869743,0.8629578450219191,0.8623815571697958,0.388073298085853,1.1381084900544465,1.1260817572515631,0.8673657050703164
12,-1.445539826677276,False,False,False,-0.09706854066312368,-0.12507902858018985,-0.01780516461003482,0.06566237043624171,0.07361035596327106,0.04067393029243653,0.13627592038981234,0.13372859439353205,0.09586275125359156,0.3806431855976737,0.3811849629083989,0.3420108822754115,0.8637745145543296,0.8625752716614838,0.392398185548927,1.1256905458784892,1.1114750504924364,0.8682594710861753
13,-1.4410956135389463,False,False,False,-0.1054044341653645,-0.13673854268400323,-0.018348740025387045,0.06503581036236898,0.07247470321983758,0.03834614334362055,0.1389235657089448,0.13541126385752975,0.09722562758800259,0.3841360962582225,0.38409013522680463,0.3411603494955799,0.8635077211065495,0.861507560653265,0.3969624873669222,1.1128138852068103,1.0962771674774212,0.869150371115677
14,-1.4363860637716868,False,False,False,-0.10975405538719842,-0.14348536367131237,-0.018518557079176785,0.06559680013025071,0.0726457861131446,0.03662272391644005,0.14257125310020644,0.13806391452524586,0.09903398401550216,0.3879538791104441,0.38732938545192747,0.3412068992947901,0.8643555705917186,0.861643331755754,0.4016391114814113,1.105133956214326,1.0867795897011843,0.8704787419185519
15,-1.4319180931325852,False,False,False,-0.11654705040552159,-0.15224430082898155,-0.018387032203622887,0.06618129508039375,0.0731669215487299,0.03389600764274526,0.14600591296003385,0.1407611731977154,0.10085071596171373,0.3916692074234036,0.39056303648872703,0.34190538832155665,0.8653997566474428,0.8620545087140319,0.4061657260627969,1.094827608039443,1.0746666418529638,0.8717249298019234
16,-1.4274781384689093,False,False,False,-0.12174015905538964,-0.1575201812083325,-0.01817235183180925,0.06504924416734463,0.07394462891467281,0.03076410725042459,0.15029554467535536,0.14390768729024261,0.1007445279793046,0.39555829634420686,0.3940438505351394,0.34369383273592374,0.8669544872622618,0.8635025639648559,0.4104084365801895,1.0893337730513728,1.0669778687819902,0.8728865698887376
17,-1.4137636013194739,False,False,False,-0.14697260009112034,-0.18383709222765315,-0.02038360162802527,0.06619386225689937,0.0750419328217922,0.023694807196286506,0.15203281310638814,0.14515522906068565,0.10105857942832715,0.39799233553632246,0.3962992169289634,0.34479116471984944,0.8709133435617878,0.8674654850887805,0.4134185874215324,1.1054842458780314,1.080075269942031,0.8759092169003632
18,-1.400247515041029,False,False,False,-0.17147352133546145,-0.20982556399241004,-0.02288287934489402,0.06710176057329555,0.07614291066797506,0.01787995588249721,0.15361872474667365,0.1463350792314941,0.1008622131883584,0.4003012480252478,0.39841041694993046,0.3472329323763977,0.8751117739838942,0.8715388416180965,0.415658495819581,1.1173446108937262,1.0888185567526074,0.8789580941521896
19,-1.3870905773662907,False,False,False,-0.19138939753738718,-0.23047410136825203,-0.027461012190274515,0.06811042672766766,0.07718843248010031,0.012422633786162854,0.1553370457241703,0.14762661191696985,0.10033025222921589,0.4025209605489666,0.4004826863303904,0.34834235743625586,0.8788183388336462,0.875294356968524,0.41909072472920217,1.127737477936643,1.0967057978113022,0.8822698254435242
20,-1.374141028135552,False,False,False,-0.20970612364530097,-0.2486939429174599,-0.031621957184645416,0.06905317029614916,0.07818282482758443,0.010278452550095254,0.15710338900489898,0.14902189552775721,0.09942381444892201,0.4046541198908355,0.40252734768137377,0.35085012863573845,0.8824406711754916,0.8791247639065128,0.4217148917305906,1.1362274131880812,1.1035651836139382,0.8855264051469597
21,-1.3613887179784683,False,False,False,-0.22989662894601948,-0.2676646128289964,-0.03673929157185209,0.0699433460047895,0.0790909036583202,0.008492014776463202,0.15897445892684034,0.15052468563861485,0.0983270097085097,0.4066994112763423,0.40456680698094666,0.3534769189788589,0.8859289194212995,0.8830770857640379,0.42401246219065397,1.143278708942042,1.1100306567373361,0.8891314233906312
22,-1.348756274594377,False,False,False,-0.2534972902631988,-0.288965509063066,-0.04214421280501633,0.0708028357330031,0.07989104014189008,0.006583508693827661,0.16108613515300677,0.15214114639524878,0.097267157104831,0.40872524232078644,0.4066378124063638,0.3558161816798435,0.8892628738356608,0.8870640246757041,0.42642567624123096,1.1494039591970016,1.1167775911269882,0.8926330961942536
23,-1.3360424630644006,False,False,False,-0.28042148474053435,-0.31340783302215147,-0.0488474093915167,0.0712783148924689,0.08065049814658255,0.004709325743536745,0.16294678371173635,0.15373605750551486,0.09618399799169927,0.410802140481528,0.4087891474841178,0.35970783710296955,0.8933847914496086,0.8919385841771672,0.4270039641506735,1.1539843829741634,1.122960449473482,0.895698588291203
24,-1.32344017161644,False,False,False,-0.31097573692490255,-0.33996319193432645,-0.05576726315950291,0.07180549107130649,0.08130731384939074,0.0028746297140708104,0.16512513882435856,0.1554780041604102,0.09494874021963143,0.41289986904775594,0.4109957699266673,0.36274905746871233,0.897220241862948,0.896677078662706,0.42835128953661833,1.157193412587839,1.1293537933857012,0.8996154225798181
25,-1.3108590744612054,False,False,False,-0.35108459345621995,-0.3741304256490947,-0.06452576407135142,0.07219037996274111,0.08188218779392628,0.0005773500318523052,0.1672027180966155,0.15729158784851643,0.09412073179686019,0.41512579654683657,0.4133436357665533,0.3659274601757514,0.9016729903216116,0.9020096860322184,0.42942349436804356,1.159969786372336,1.1370950291365371,0.9037523332705434
26,-1.2982405535057848,False,False,False,-0.4005454254509837,-0.4149496689513235,-0.0744800029503824,0.07271316075364177,0.08233215905419444,-0.0023238253874537053,0.16976164608204863,0.15938316874628677,0.09313039594269107,0.41777665541893355,0.4160225148347006,0.36772881088160153,0.9069091155822898,0.9079408709916171,0.43072038140571206,1.1657369801276296,1.150220402921738,0.9083746334655582
27,-1.2859098988943227,False,False,False,-0.4420015109639232,-0.4509755701071347,-0.08182256478245495,0.0729385471298741,0.08267094843774297,-0.0037450038837536456,0.17178317318751937,0.16145366823647964,0.09233219810262666,0.4201590758910247,0.4183314413882995,0.3701757649673847,0.9118574859581472,0.9129965100371666,0.4319743312853,1.1649712410893929,1.1547144353313337,0.9129212457529066
28,-1.2736094611850106,False,False,False,-0.4660862166714573,-0.4728014821200926,-0.08628268211652246,0.07299232040598617,0.08290718414443046,-0.003743559796050218,0.17346002179198106,0.16360557043717294,0.09237202890893251,0.42267879075742076,0.4207102186777108,0.37414506667175107,0.9170695230158086,0.9180100684441919,0.4332597139966939,1.164857232554431,1.1578096723977211,0.9173888658749687
29,-1.2612820777156941,False,False,False,-0.48400165362407505,-0.4899830444387277,-0.09028767777574616,0.07284341031254903,0.08306517720864383,-0.0033340445771770696,0.17481997753925174,0.16581635578520118,0.09289997012037951,0.42537489782823557,0.42319519572043174,0.3780583838160398,0.9228267238124649,0.9233000981689155,0.4347448503563777,1.1654834227986004,1.1608877437056377,0.9217440041021853
30,-1.2488193510592884,False,False,False,-0.49371469902781917,-0.5008793221921201,-0.0942578069820145,0.07260003050357683,0.08315510703267544,-0.0024958276079641395,0.17596192829672772,0.1682152627857508,0.0940594086975495,0.42840472370731225,0.4259867689522338,0.38137576399497736,0.9294365334003405,0.9292415257585134,0.43705920792800695,1.1704822234307442,1.1675927718742736,0.9259579354391069
31,-1.2366474164730041,False,False,False,-0.5100703586959013,-0.5194727731454571,-0.09792431533148718,0.07220989226172407,0.08311852198302096,-0.0014951904618830817,0.17723797564372443,0.170611301527634,0.09523855416598434,0.4310696836257493,0.42827579256109066,0.38594937310261057,0.9354017510111237,0.9340112090628279,0.43839670275918485,1.1644939030455363,1.1627559193957064,0.9298170156390483
32,-1.2243830645269032,False,False,False,-0.5123016551318722,-0.5244478964861471,-0.09928187774519216,0.07156380312050291,0.08298667035664968,-0.0003018713546501345,0.1782402291755159,0.1731764156207186,0.09565672011935011,0.43382039360165586,0.43081328393511653,0.39058805753519965,0.9414366930116498,0.939163619170163,0.44063053825476717,1.1621457627461822,1.1608664123277408,0.9345077263849599
33,-1.2006362156675898,False,False,False,-0.5460745156714192,-0.5558978622129146,-0.1061079331613803,0.07015125667541593,0.08169622036736453,0.00044437987946764846,0.1759010893140635,0.17116349047331186,0.0938968947767189,0.43338631910849157,0.4302024810827071,0.39195759485205656,0.9504554452191138,0.9476657565574648,0.43963661925016884,1.210217791159158,1.212017825715669,0.9412734394552219
34,-1.1774171720164144,False,False,False,-0.5805474551915906,-0.5873187110896027,-0.11272993336705862,0.06883829801248899,0.08047344718784685,0.0007893646249635746,0.17384081626780568,0.16925596404207022,0.09114358578348465,0.43266342900903815,0.4294114696833249,0.3936456764662522,0.9587110661720228,0.9556965426072619,0.43832058015280306,1.2527127506756794,1.2579248393633728,0.9466872392842507
35,-1.154687989016743,False,False,False,-0.6134237644510481,-0.6178360716671388,-0.11897506757144302,0.06765331326942418,0.07931804621020758,0.000986055790788722,0.17195703408511934,0.16750023249787008,0.08831343749551128,0.4316674662143562,0.4286078955361365,0.3957122270366692,0.9662460351735565,0.9633717937063074,0.43763664384361484,1.2907546890782544,1.298661380311066,0.9519330645477232
36,-1.1323773900875007,False,False,False,-0.6442003297534005,-0.6476289453245161,-0.1250534060491132,0.06650284818170432,0.07822141791713547,0.001307007348877272,0.17034306048616643,0.16580933974056994,0.08563973292499275,0.4305041415453625,0.4277374442994698,0.3976722352107879,0.9731845221904375,0.9706375092832006,0.4375142014633531,1.3261442541018962,1.3350040556968437,0.9590247171168851
37,-1.110435408684917,False,False,False,-0.6736870452852355,-0.6756166646168791,-0.13084904170922135,0.06516641608875345,0.07717455969137303,0.0017683905949261811,0.16905216678854407,0.16411095831524625,0.08361263181365218,0.42925578127414316,0.4267724721522027,0.3995060878505533,0.9796318522924345,0.9775360353731206,0.4368747010673561,1.3589157180302651,1.3676609015437824,0.9658011378306626
38,-1.0889231741565626,False,False,False,-0.7021903564968338,-0.7039142496900173,-0.13591354673884035,0.06372198361860389,0.07611271306067086,0.002164675114453839,0.16720439389052297,0.16239175597268907,0.0810977186790922,0.4278128492886818,0.4257580537358953,0.400447572054979,0.9857588312415342,0.9842560628463826,0.4370695438238036,1.3888488179580172,1.3975693892905445,0.9740180699635366
39,-1.067773637075371,False,False,False,-0.7279230110653637,-0.731269465532565,-0.14003313954849447,0.06254414179295761,0.07484807813901835,0.0022571456701778576,0.1653835649179259,0.1608370936805732,0.07739613574976986,0.4263933624447886,0.4250692559685804,0.4001383012329253,0.9918265450049629,0.9909579392738374,0.4381498838639362,1.4150487637017304,1.424011649622897,0.9825534294251115
40,-1.0469569558593856,False,False,False,-0.7523332577491021,-0.7559082970365142,-0.14319639816387553,0.06128230968032462,0.07366114378751312,0.0022851222707642987,0.16359412319237862,0.1593571547284112,0.07340556909234602,0.4250186506849021,0.42408591590034694,0.40104133037388484,0.998062986561943,0.9973671382085777,0.4382196498874052,1.438510367895065,1.4478788714778568,0.9909168659760839
41,-1.0264443629749158,False,False,False,-0.7748466528300729,-0.7784599209310235,-0.14657351054988774,0.06007202590129824,0.07243779721369753,0.002589555934663964,0.16181297004511955,0.1580289996705122,0.07032567054151802,0.4236662655328696,0.423129655090356,0.4019850541379458,1.004361758593762,1.0036877682737906,0.43813667648488236,1.4593172040527962,1.469593167571331,0.9988975414238536
42,-1.0062470536300572,False,False,False,-0.7960452137897289,-0.7994632150021741,-0.14945816847907267,0.05884090313142694,0.07122686731114235,0.0026990182053615477,0.1602146525839928,0.15679166496636815,0.06678331572382085,0.4223487623789549,0.42215186542170785,0.40211853938682124,1.0105033280786544,1.0097828630618269,0.4376999772836998,1.4778494806122868,1.489269719558875,1.0046182913519768
43,-0.9863664632041189,False,False,False,-0.816125687532508,-0.8195402139621807,-0.1517397204250996,0.057532766691048294,0.07002079460918754,0.002607942684813394,0.15865134961573454,0.15561500265854677,0.06331314872287495,0.4210168541786352,0.4210920225876071,0.40204991595753486,1.016272651853761,1.0156493397044828,0.4376181125505064,1.494111911992278,1.5064805673859816,1.011204494481534
44,-0.9668176983172911,False,False,False,-0.8345711938543101,-0.8383600656444254,-0.15416285294884982,0.05618344945604482,0.0687641111635771,0.0026533077405124436,0.15710467491407956,0.1544984001670546,0.06034003707456711,0.4196669692657808,0.41999802873841857,0.40217771634567084,1.0214917631301808,1.0212957146870338,0.43778313533509466,1.5080682386804285,1.5210366792098606,1.0162518727806265
45,-0.9476130554911235,False,False,False,-0.850928401758165,-0.8559012945730121,-0.1563762439617806,0.05487887869530239,0.06749744345653547,0.002976749811030891,0.1555826414431699,0.15338920836987824,0.058172987260727275,0.4183382677268208,0.4189053432753337,0.4028972920056603,1.0262084536600298,1.026576653007754,0.43868785317909154,1.5203136519840652,1.533821245424812,1.0212010650989545
46,-0.9287614117916438,False,False,False,-0.8664121897018857,-0.8726760436936972,-0.1577939366938317,0.053527704575037735,0.06623245625509519,0.0030924233592314223,0.15418371740100134,0.15231498880134783,0.0561633218353154,0.4170430943229589,0.4177718174986271,0.4051473228672629,1.0305333216588175,1.0315677574876272,0.4386787637567815,1.5303407328365881,1.5446002290113268,1.0257535603172778
47,-0.9102703019032661,False,False,False,-0.8807519577787905,-0.8885401744940459,-0.15882079678292851,0.05222891202514678,0.06487867125924761,0.002978319828543968,0.1527826148278415,0.1513132551957289,0.05321481403710024,0.4157557947914592,0.4166672702556391,0.40563554704020016,1.034651923790955,1.0363432709030418,0.43929146687488024,1.5382162645710429,1.5528631573235097,1.0293327114435178
48,-0.8921443343369255,False,False,False,-0.8942144823572957,-0.9036466007986451,-0.1597725727301849,0.05090514781931351,0.0635462146728227,0.0030747032143053628,0.15142019485301678,0.15032807223725145,0.0512558572087482,0.4144412862009398,0.4155182623720243,0.407528486300913,1.0387378551749664,1.04073429382702,0.4390604029332715,1.5443169080587358,1.5592203497128831,1.032235578714351
49,-0.8618946306620496,False,False,False,-0.8812005132769956,-0.8925783343358613,-0.15533715580010213,0.04955761979590372,0.06207092610802748,0.003251047446272723,0.14881044663056098,0.14757605662584294,0.04981760357707197,0.412389640090069,0.41386869000443827,0.4095215119457231,1.0471453653133507,1.049275920641492,0.43916551927136455,1.6059376240318326,1.6225391489816479,1.0389785563925316
50,-0.8322709439924107,False,False,False,-0.8700139888609897,-0.8833848903002149,-0.14982822511002006,0.048146176839869693,0.06070738088279773,0.002952059727442401,0.1462862185267697,0.14470197964916562,0.04782377465416415,0.40969689059976927,0.411861600185367,0.4136912015863715,1.0536556656005018,1.056130386671278,0.43670296953299254,1.6555948951745816,1.6742953792389494,1.0460747636077525
51,-0.8032717146952975,False,False,False,-0.8592037076315048,-0.8732392811400888,-0.14256299948718668,0.046831590242573266,0.05940069707351682,0.0020229556277437124,0.14375941956810384,0.14187151447529286,0.04621932825568139,0.40652476158719564,0.40955925558758216,0.41556394309571204,1.0580846088328972,1.06129984811683,0.43661570191164323,1.694959360904202,1.7146252893504692,1.0522576662505283
52,-0.7748378357133037,False,False,False,-0.8489807914538692,-0.863453415349299,-0.1369311458097751,0.045668811255584627,0.05824946979652502,0.001114317342388039,0.14126976932844285,0.13902373758226202,0.04572911421655203,0.4030244844356911,0.4068827554866876,0.41690683763875974,1.0606697518768686,1.0648643315765511,0.43718077714126174,1.7270339324471735,1.747077453971547,1.0560904398995166
53,-0.7469359485643909,False,False,False,-0.8371146272432792,-0.8499548251079537,-0.13064462256604406,0.044668600780874826,0.05712972135155556,0.00017383653896498017,0.13902867597308502,0.1361558020097367,0.046325933657530426,0.3993343445079899,0.40362700829460174,0.4152834987221617,1.0611930362311628,1.0664475159567859,0.4422262190161773,1.752366249941554,1.7717682273349642,1.060713415089847
54,-0.7195306912726762,False,False,False,-0.8226889598718656,-0.8343098018739332,-0.12353543432113095,0.04390483983804066,0.056143045691791134,-0.000820014510316024,0.1367035395266,0.13325395699330478,0.046865060262771395,0.39558737106545677,0.4001067808332345,0.4123917802915794,1.0598543563926535,1.0656406588570482,0.4493442219895152,1.7727967752107783,1.7923053330097536,1.0640463275692225
55,-0.6926143808630278,False,False,False,-0.8068235991127193,-0.8150829204439687,-0.11620849837001687,0.043358151502077336,0.055378571758066424,-0.001966997491453126,0.13464453258904588,0.1305188621733571,0.04685012031868687,0.3918491400025949,0.396535437108804,0.40858422505994646,1.05680765636998,1.061786138466955,0.45641957214199447,1.7885356834438613,1.809380869414502,1.0632041314517748
56,-0.6661433966807091,False,False,False,-0.7910341152993862,-0.7953196764521224,-0.10936949985459445,0.04275727520321315,0.054894773877617625,-0.0026240172628369213,0.13256814616186263,0.1278971393864,0.04735703278734103,0.3878432370588422,0.392611937620521,0.4054693623325043,1.04960980760364,1.0534213545658735,0.4636785343294701,1.800803600902339,1.8218966922337234,1.0651618863645584
57,-0.6401191328328,False,False,False,-0.7719605933656875,-0.7732825394539526,-0.10371559683873682,0.04252255908099118,0.05459101459313454,-0.0026049768267380966,0.13063599577324453,0.1253748884100465,0.047056981871070075,0.3832693712862709,0.38821490328427066,0.402125115998093,1.0328833709640173,1.0378142716096321,0.4693646860121768,1.8100679618453392,1.829851555416871,1.061069178478429
58,-0.6145081681100932,False,False,False,-0.7503363936610142,-0.7504323739370423,-0.09899023088622017,0.04257765873601161,0.05450486629264769,-0.0017869190824558075,0.1288573674078121,0.12288528162301408,0.04707949972395172,0.3775948062076857,0.38305115076806556,0.39975118220552214,0.9965412143238633,1.0092596037493806,0.47528898206753606,1.7354084459376498,1.783148268664541,1.0506490410577038
59,-0.589304292648853,False,False,False,-0.7251254102656705,-0.724130584785402,-0.0947358915202148,0.04295876249443668,0.05465345165510281,-0.0006160494031900737,0.1271682025588279,0.12049614572197004,0.04501801522606202,0.3695354879773878,0.37632358493825757,0.39606787301730856,0.9210123833756475,0.9527763762834368,0.48068354310201283,1.6103164359698714,1.6741654508857242,1.0273967400183752
60,-0.5644873935225243,False,False,False,-0.6985821906534353,-0.6952023204807398,-0.09023977739526087,0.043512313017666296,0.05509295887340612,0.0008949665984056024,0.12564847322019249,0.11817842190739357,0.04132815791181859,0.354822419207083,0.36480545544863563,0.39082935616750913,0.7779351583293759,0.830645869318321,0.4841979221575113,1.4724567104293331,1.5283466860457846,0.977870233168192
61,-0.540042073735387,False,False,False,-0.6696970269020053,-0.6674818331829955,-0.08599637962874053,0.044299151638102524,0.05571930585161071,0.0029155292642424517,0.12426641159472568,0.11601340943576169,0.038223869216999176,0.30267474856095283,0.32481726003793343,0.38320404775535954,0.5548495606720633,0.5921060095750353,0.48780027723513797,1.3612044524349982,1.39212219369714,0.8480180832180875
62,-0.5159544752106335,False,False,False,-0.6404765596249864,-0.6408003538336909,-0.08326990679100184,-0.007056142096497474,0.03041168061643894,0.0040997801610477055,0.04526046494385666,0.05681228737936567,0.034397812866499365,0.1231225395409028,0.11421707201721515,0.3477611645361961,0.4185424236842686,0.4218661145260502,0.4893256470364906,1.2892580242781622,1.3071123971850687,0.5219157498803793
63,-0.4922076276281784,False,False,False,-0.6322155603065522,-0.6173527742501445,-0.1377638178906238,-0.5973312337112319,-0.5533079303994285,-0.05848786330457731,0.0463115093357345,0.05803350648107972,0.015592982081420013,0.1221483980424464,0.11260528191284176,0.036139096972020106,0.392829609082174,0.3947796943091615,0.39831800385078053,1.248870791555362,1.2614136570595809,0.49283884494510627
64,-0.4687898767812768,False,False,False,-1.4077251002129518,-1.2646762844400887,-0.7691885463255648,-0.5699961839973289,-0.5784708344323418,-0.0721480260884573,0.047698822097689386,0.0593478113628223,0.012944783342056508,0.1216087320516904,0.11153445251902334,0.02947930697857845,0.3830279955237379,0.38510464852170373,0.3883978981133966,1.226444675074304,1.2356657309256573,0.49652529017008656
65,-0.4340471353125286,False,False,False,-2.60868662774191,-2.4171004268322176,-1.8731560644179486,-0.5151594621636119,-0.524997258205045,-0.06841537073700851,0.04778673790931336,0.05907172480552651,0.01526514296804706,0.12005979255647369,0.10986065410526037,0.025962962380162335,0.37368307905614395,0.3757119909759123,0.3811605771885432,1.2045946297434174,1.2104788037769418,0.5068270576273236
66,-0.3997994402203102,False,False,False,-3.7338232046620408,-3.659781900325744,-3.2633366725475677,-0.4593882013584812,-0.4624760013534436,-0.06488960616504894,0.04799250808689632,0.05897803139405439,0.017025518066530666,0.11892008789304571,0.10906738112769426,0.02616688659492481,0.3674070526865789,0.3688155999878607,0.3746882623029323,1.1921059761915545,1.1964233456039035,0.5202945746747742
67,-0.366006203509295,False,False,False,-5.087919045772015,-4.954224097297155,-4.730415201912932,-0.4029910420600099,-0.398594285818761,-0.06382213085063658,0.04827656793447004,0.05869407538929536,0.01669097439978845,0.11854646729600371,0.10919677057309804,0.03206422560174856,0.36217548491316015,0.3630697294220692,0.3679871790069748,1.1837745535763415,1.1878684649092117,0.5392136994790379
68,-0.33262769295077743,False,False,False,-6.374881185526888,-6.258975235418494,-6.129852634013425,-0.3429527256491459,-0.3373992541139902,-0.06530426241729846,0.04893189481767554,0.05830657896216814,0.016419527679083556,0.11874837733769701,0.11016558438005711,0.04186635551815641,0.3575291864000128,0.357606310590735,0.3612538401417149,1.1780242276316921,1.1818643549652434,0.5601211557159878
69,-0.29962136564333597,False,False,False,-7.557753662296931,-7.564858872832555,-7.5911601424515185,-0.2826988524974259,-0.27546248814138197,-0.06920702409935314,0.04954266477948346,0.05788512050885246,0.017353579523237083,0.11998449577962893,0.11235957094890116,0.050483526460552056,0.3523698451741644,0.3524102740346758,0.3548911658071802,1.1738343464991865,1.1773402389186858,0.5828458436821515
