path_frame_index,reaction_coordinate_xi_angstrom,dft_projected_force_eV_per_angstrom,equiformerv2_ad_projected_force_eV_per_angstrom,equiformerv2_ad_projected_force_error_eV_per_angstrom,equiformerv2_ad_hessian_mae_eV_per_angstrom2,leftnet_cf_ad_projected_force_eV_per_angstrom,leftnet_cf_ad_projected_force_error_eV_per_angstrom,leftnet_cf_ad_hessian_mae_eV_per_angstrom2,is_reactant_geometry,is_product_geometry,is_transition_state_geometry
19,-1.3870905773662907,-0.24585443317380745,-0.24208205436637115,0.003772378807436305,0.08077929529849963,-0.22182748196345448,0.024026951210352976,0.06648911085781666,False,False,False
20,-1.374141028135552,-0.2781120827452323,-0.27420785530857805,0.0039042274366542506,0.0809156269230245,-0.25457726498586786,0.023534817759364446,0.06722309434234511,False,False,False
21,-1.3613887179784683,-0.30988264747886163,-0.30579530296853485,0.004087344510326774,0.08099126623098735,-0.28716817507010756,0.02271447240875407,0.06800089694574629,False,False,False
22,-1.348756274594377,-0.341160483850216,-0.336821032667832,0.0043394511823840465,0.08142422503417351,-0.3197387573269007,0.02142172652331531,0.06902931736847757,False,False,False
23,-1.3360424630644006,-0.37150380349266887,-0.3672209109474886,0.004282892545180272,0.08113759015594513,-0.35124087199050447,0.020262931502164405,0.07051828859890173,False,False,False
24,-1.32344017161644,-0.401500721366523,-0.39735161699177973,0.004149104374743251,0.08110021333345174,-0.38282522941341235,0.018675491953110634,0.07180703683959741,False,False,False
25,-1.3108590744612054,-0.43121504187332943,-0.4275163106347951,0.003698731238534314,0.08112840848804906,-0.4154108541978487,0.015804187675480752,0.07311912142404696,False,False,False
26,-1.2982405535057848,-0.46289100818522616,-0.45985781800476067,0.003033190180465495,0.08182868975629976,-0.4502206349385373,0.012670373246688849,0.07457892256305984,False,False,False
27,-1.2859098988943227,-0.4898542730727109,-0.48755998258363864,0.0022942904890722593,0.08222649368534624,-0.4807052659263821,0.009149007146328825,0.07585399639887444,False,False,False
28,-1.2736094611850106,-0.5177312592463342,-0.5160203698785956,0.001710889367738666,0.08254651458019294,-0.511731694193009,0.005999565053325218,0.07733342731234773,False,False,False
29,-1.2612820777156941,-0.5461852277640178,-0.5450276598488109,0.0011575679152069362,0.08304849441373638,-0.5438628597893405,0.0023223679746773307,0.07915960379820916,False,False,False
30,-1.2488193510592884,-0.578953095483819,-0.5783237218825027,0.0006293736013163187,0.08345050100315358,-0.5798916142913088,-0.000938518807489741,0.08106440175006727,False,False,False
31,-1.2366474164730041,-0.6002472260036413,-0.6000719429247019,0.00017528307893943662,0.08375888016933633,-0.6047885536165458,-0.004541327612904489,0.08309300933364448,False,False,False
32,-1.2243830645269032,-0.627689031912191,-0.6277595379799391,-7.050606774805512e-05,0.0842874378418094,-0.6349454720797881,-0.007256440167597078,0.08516029692954753,False,False,False
33,-1.2006362156675898,-0.7347435972564955,-0.7360851898909554,-0.001341592634459876,0.0854711146009307,-0.7497959724960368,-0.015052375239541282,0.08916190626697451,False,False,False
34,-1.1774171720164144,-0.8389611758888735,-0.8409113012857085,-0.001950125396834923,0.08670601441739668,-0.860807893388991,-0.021846717500117463,0.09282295599855742,False,False,False
35,-1.154687989016743,-0.9402080440148993,-0.9425737458350407,-0.002365701820141397,0.08812628684693044,-0.9670983077974338,-0.02689026378253445,0.09592848187157879,False,False,False
36,-1.1323773900875007,-1.0386359455762473,-1.0416742840474638,-0.003038338471216484,0.08974817816071937,-1.069324256180556,-0.030688310604308766,0.0996748008830636,False,False,False
37,-1.110435408684917,-1.1338678014641737,-1.13785701257469,-0.003989211110516422,0.09044313436928779,-1.1674913626112438,-0.0336235611470701,0.1515770923461909,False,False,False
38,-1.0889231741565626,-1.2258483863451897,-1.2315646918503524,-0.005716305505162778,0.0907426165608553,-1.267039037439051,-0.04119065109386133,0.12959144164509404,False,False,False
39,-1.067773637075371,-1.3147097700452568,-1.3225993839935082,-0.007889613948251384,0.09160069854290348,-1.3558604638886385,-0.04115069384338166,0.10105951862146706,False,False,False
40,-1.0469569558593856,-1.4008641128297303,-1.4117952350590852,-0.010931122229354884,0.09281870430773127,-1.4438457663666047,-0.04298165353687433,0.10174010201191717,False,False,False
41,-1.0264443629749158,-1.4844993289031316,-1.498659889998303,-0.014160561095171387,0.09386218015325444,-1.5270987019353284,-0.04259937303219674,0.10278763247710455,False,False,False
42,-1.0062470536300572,-1.5655278176808374,-1.5827064172373624,-0.01717859955652501,0.09450175896329568,-1.6073643581501504,-0.041836540469313066,0.10335971317858168,False,False,False
43,-0.9863664632041189,-1.6433017284699485,-1.6637044120597901,-0.020402683589841653,0.09584834335999053,-1.6830849407863087,-0.03978321231636017,0.10405160167255373,False,False,False
44,-0.9668176983172911,-1.7175620032572696,-1.741697800066504,-0.02413579680923439,0.09712537316739438,-1.754787591584615,-0.03722558832734535,0.1053849508716393,False,False,False
45,-0.9476130554911235,-1.7882245624236568,-1.81634795513418,-0.02812339271052311,0.09809870663264388,-1.8238499290909,-0.03562536666724325,0.10671277146301571,False,False,False
46,-0.9287614117916438,-1.8552407648240996,-1.887443971418349,-0.03220320659424947,0.09878353757911525,-1.8908954987746391,-0.03565473395053953,0.10814612462438218,False,False,False
47,-0.9102703019032661,-1.9189303265789357,-1.9546555713047373,-0.03572524472580163,0.0992223849796899,-1.9561093111225107,-0.037178984543575044,0.11010488418535759,False,False,False
48,-0.8921443343369255,-1.9795976691774375,-2.0175011656345747,-0.0379034964571372,0.0999032026495514,-2.0193193041753092,-0.039721634997871735,0.11209084236638317,False,False,False
49,-0.8618946306620496,-2.196641868821529,-2.2327656043649435,-0.036123735543414526,0.10162440887982309,-2.2373920153996063,-0.040750146578077295,0.11450825135101549,False,False,False
50,-0.8322709439924107,-2.400164609954526,-2.4322468788915805,-0.03208226893705435,0.10341544505508514,-2.4395259293409906,-0.039361319386464366,0.11607899275208104,False,False,False
51,-0.8032717146952975,-2.589053201696504,-2.6174887300789407,-0.02843552838243646,0.10554195369785528,-2.6257637085854495,-0.03671050688894528,0.11669268424528796,False,False,False
52,-0.7748378357133037,-2.7619221968862995,-2.7890510308265544,-0.027128833940254893,0.10748368514322196,-2.7942214645965686,-0.03229926771026914,0.11731160451668013,False,False,False
53,-0.7469359485643909,-2.9180028637423088,-2.944769499500855,-0.026766635758546098,0.10880519057306316,-2.947957625488742,-0.02995476174643308,0.11779758917990307,False,False,False
54,-0.7195306912726762,-3.0571251419917744,-3.083509607479579,-0.026384465487804487,0.11112018430501444,-3.088517850864404,-0.03139270887262935,0.11835943622199005,False,False,False
55,-0.6926143808630278,-3.1805421838971344,-3.202736260525613,-0.0221940766284785,0.11291606931148071,-3.2154753400460754,-0.03493315614894099,0.11940735445798108,False,False,False
56,-0.6661433966807091,-3.288367519850045,-3.305412505570392,-0.01704498572034696,0.1152341627662366,-3.3331509332010336,-0.04478341335098879,0.12137750186282296,False,False,False
57,-0.6401191328328,-3.3792139275402135,-3.3943587061796263,-0.01514477863941277,0.11820953653964623,-3.4395337871401535,-0.06031985959993991,0.12538667822417382,False,False,False
58,-0.6145081681100932,-3.4514369438337096,-3.4692387235089104,-0.0178017796752008,0.12074912260210555,-3.5316047098288554,-0.08016776599514586,0.1316551499579031,False,False,False
59,-0.589304292648853,-3.5051712213609045,-3.52883331205531,-0.023662090694405613,0.1216176438458158,-3.602935375371282,-0.09776415401037752,0.13885345459134613,False,False,False
60,-0.5644873935225243,-3.5425945096860363,-3.5726910423648066,-0.030096532678770327,0.12474986061502134,-3.650471270542252,-0.10787676085621589,0.14584644237042874,False,False,False
61,-0.540042073735387,-3.5665087774372806,-3.60150286994374,-0.03499409250645957,0.12677419927595257,-3.6736370494057686,-0.10712827196848806,0.15309432287407881,False,False,False
62,-0.5159544752106335,-3.5772571152109807,-3.6116847336869404,-0.034427618475959765,0.1282452436562828,-3.6722829022713173,-0.0950257870603366,0.16053468184765596,False,False,False
63,-0.4922076276281784,-3.5717290694461354,-3.604166349804332,-0.032437280358196485,0.1306012610030271,-3.6525553031883558,-0.08082623374222031,0.1648665514439919,False,False,False
64,-0.4687898767812768,-3.54571049240631,-3.5803405340732577,-0.03463004166694761,0.1338879873460796,-3.6150896440994886,-0.06937915169317854,0.1657988086829501,False,False,False
65,-0.4340471353125286,-3.5270963989437947,-3.5726496236880774,-0.045553224744282694,0.13883167777345762,-3.5912409486666244,-0.06414454972282968,0.15480665114120354,False,False,False
66,-0.3997994402203102,-3.473270440626073,-3.5306490689898755,-0.0573786283638027,0.14045034128618705,-3.5507165340863636,-0.07744609346029074,0.14633874046826031,False,False,False
67,-0.366006203509295,-3.3887591143826903,-3.449426856606968,-0.06066774222427762,0.14243240042329003,-3.495709798178414,-0.10695068379572392,0.16557147955475837,False,False,False
68,-0.33262769295077743,-3.2675077113752358,-3.33211984354995,-0.06461213217471418,0.14306809957955827,-3.4256108392928093,-0.15810312791757353,0.17666357283675382,False,False,False
69,-0.29962136564333597,-3.1242522385932814,-3.1769039788863305,-0.05265174029304909,0.14700310632677113,-3.3309478749765242,-0.20669563638324284,0.17605236187841455,False,False,False
70,-0.2669417344987952,-2.939889031077832,-2.989889315368134,-0.05000028429030223,0.14960928340253335,-3.200628553251127,-0.2607395221732953,0.17094412531514724,False,False,False
71,-0.23448714293579775,-2.7133598896112465,-2.7685638164167563,-0.055203926805509784,0.1508870294839424,-3.0222460903123545,-0.30888620070110795,0.175865817215895,False,False,False
72,-0.20242932869943098,-2.477405579988948,-2.519332150829416,-0.041926570840467914,0.15466835733920992,-2.7866533485662712,-0.30924776857732317,0.1824979020144367,False,False,False
73,-0.17063967244287936,-2.2237441261166353,-2.239454211004505,-0.015710084887869513,0.15290649198380024,-2.4959458833904895,-0.2722017572738542,0.18113684386209622,False,False,False
74,-0.13894535910158523,-1.9356532666038015,-1.9372421571455767,-0.0015888905417751342,0.15153853680259954,-2.1599100840581973,-0.22425681745439574,0.17783899461258035,False,False,False
75,-0.10753555916319812,-1.624486200014276,-1.619995904920764,0.0044902950935119534,0.1517798824380506,-1.8029186646798354,-0.1784324646655595,0.17263385271468587,False,False,False
76,-0.0762512164244804,-1.3097652845531509,-1.2964157435026848,0.01334954105046604,0.15007455221014407,-1.443890641765579,-0.13412535721242813,0.1650267825141717,False,False,False
77,-0.045078941962010344,-0.9958384395848495,-0.9713244652572018,0.02451397432764768,0.14790278913701488,-1.1020093808276576,-0.10617094124280813,0.16198239764328642,False,False,False
78,-0.014002308765508786,-0.6718855756900589,-0.6467739732995859,0.025111602390473053,0.14546034802390714,-0.7808338072756715,-0.10894823158561262,0.1646309192956707,False,False,False
79,0.01699796470208459,-0.338365392750674,-0.32488193581711783,0.013483456933556182,0.1445501355906102,-0.4712417030074221,-0.13287631025674806,0.1672571337853857,False,False,False
80,0.04794314613606443,-0.002469696030836567,-0.008637220854455487,-0.006167524823618919,0.14639440532010198,-0.1606602544095703,-0.15819055837873372,0.1693388167757731,False,False,True
81,0.07806209015720111,0.3207904773228717,0.30253509358879205,-0.018255383734079644,0.14873246915350746,0.15289265640733124,-0.16789782091554045,0.16985619583602993,False,False,False
82,0.10796144235930383,0.6274084776416039,0.6073027645352294,-0.020105713106374545,0.15147862807957058,0.4923546070327033,-0.13505387060890062,0.17615922482591898,False,False,False
83,0.1374930523460549,0.9279543479889725,0.9002678805907512,-0.027686467398221226,0.15352673232399372,0.8512450724394132,-0.07670927554955931,0.18382846783758913,False,False,False
84,0.16669331680448418,1.2212187680653204,1.1756549229500575,-0.0455638451152629,0.1585114996538974,1.212563204781928,-0.008655563283392453,0.18351773421619574,False,False,False
85,0.19562976483425376,1.4899868318252998,1.4335091628320478,-0.05647766899325202,0.1611189566784959,1.540539756276203,0.050552924450903314,0.17662431791989272,False,False,False
86,0.22433331089972985,1.7246295729839423,1.6682634971915995,-0.05636607579234276,0.16104113163648776,1.810029713739819,0.08540014075587665,0.1669826035179034,False,False,False
87,0.25414862033752805,1.9354526231639886,1.8917402951395594,-0.04371232802442915,0.15830945453139406,2.022322416990079,0.08686979382609028,0.1655315720801597,False,False,False
88,0.28445222194346287,2.1243973656920945,2.086547606090162,-0.03784975960193249,0.15667092803815466,2.1882014419108233,0.06380407621872886,0.16464331429990514,False,False,False
89,0.313902341462156,2.2931815689288717,2.2458605612753946,-0.04732100765347713,0.15348566326875243,2.330558165777973,0.03737659684910133,0.15970199862567494,False,False,False
90,0.343382687142185,2.42790270931509,2.3741460463425734,-0.053756662972516356,0.152333767515463,2.4650446760296827,0.03714196671459291,0.1605757133859689,False,False,False
91,0.37294929364209306,2.519786751125848,2.4702083613403607,-0.04957838978548734,0.1504030611954052,2.5937733884372185,0.07398663731137045,0.1645378880635879,False,False,False
92,0.40234376979455977,2.576374061807059,2.5261220520794674,-0.050252009727591584,0.1477868915361285,2.693409137704098,0.11703507589703888,0.1666299162440836,False,False,False
93,0.4321807605167147,2.603124156392824,2.5514764592473558,-0.05164769714546802,0.14499849885687388,2.7529615253721573,0.14983736897933353,0.16386451380619022,False,False,False
94,0.461915538709595,2.5831039837376153,2.5397360659756787,-0.0433679177619366,0.14452623243072388,2.7534259881474124,0.17032200440979706,0.16290287455659044,False,False,False
95,0.4913958776813958,2.5304288396975263,2.4991121089706243,-0.031316730726902,0.14210534802807648,2.701544896865923,0.17111605716839673,0.1665211892723523,False,False,False
96,0.5212396815975511,2.4426896499847732,2.4167650314965963,-0.025924618488176954,0.14154695635838846,2.5917657489102015,0.14907609892542828,0.17014994800781122,False,False,False
97,0.5394749706762276,2.4415385139592614,2.414420614438207,-0.027117899521054145,0.14071018352624742,2.575066017010867,0.13352750305160566,0.16961237825785772,False,False,False
98,0.5578947610892884,2.4266640103842776,2.4008814298057395,-0.025782580578538106,0.13944182593685328,2.547684277389385,0.12102026700510748,0.16757500811672407,False,False,False
99,0.5765051140471098,2.3988715643372096,2.375679861600057,-0.023191702737152653,0.13751309228995487,2.508941817361519,0.1100702530243094,0.16506924618707244,False,False,False
100,0.5952965255825311,2.3600737550978366,2.3394541485863294,-0.020619606511507182,0.13515632452831147,2.461007421613461,0.10093366651562441,0.1618366072765989,False,False,False
101,0.6143127760357368,2.311462333984859,2.2922199327427477,-0.019242401242111296,0.1332945418747933,2.40206948768872,0.09060715370386108,0.15853308324306878,False,False,False
102,0.6335266171527127,2.252301833437977,2.2329401568531235,-0.019361676584853438,0.13195474817648944,2.3326775648983817,0.08037573146040478,0.15544033162917556,False,False,False
103,0.6528812797995875,2.186895142550488,2.1661630099131624,-0.020732132637325762,0.13128873561399523,2.2575344962549995,0.07063935370451135,0.1524777655508232,False,False,False
104,0.6725298338959715,2.1041479250684096,2.082088955280912,-0.022058969787497773,0.1298861845247717,2.1634818333525416,0.059333908284131986,0.14939733569353045,False,False,False
105,0.6924207163786966,2.0135259772083365,1.9909828255596174,-0.022543151648719117,0.1283382044104163,2.0638488298082365,0.05032285259989999,0.1466800693853653,False,False,False
106,0.7125148718233256,1.910492759661719,1.888928232906405,-0.02156452675531395,0.12704841775083592,1.9543764811285533,0.04388372146683439,0.1437512357629301,False,False,False
107,0.732843477731244,1.7957716289855725,1.7766041315058347,-0.019167497479737783,0.12581377025135332,1.8358951956518128,0.040123566666240285,0.14134321726796414,False,False,False
108,0.753424100061977,1.6709961778854763,1.654634989170213,-0.016361188715263264,0.12484108452199849,1.7076981141087697,0.03670193622329343,0.1398548022277706,False,False,False
109,0.7742804395855531,1.537244323151214,1.521810898454824,-0.015433424696390086,0.12269480440760151,1.5689921683499115,0.031747845198697444,0.1385197768635105,False,False,False
110,0.7954306698442688,1.3943972639939393,1.3787258026975957,-0.01567146129634356,0.1210383021177344,1.4194280609360395,0.025030796942100197,0.1373095836609948,False,False,False
111,0.816902286106598,1.2419035545310657,1.2249556337781906,-0.0169479207528751,0.11797424892176978,1.2584399142973637,0.01653635976629797,0.1359105461489508,False,False,False
112,0.8387131108749956,1.0788703840827334,1.0600971454631611,-0.018773238619572252,0.11578774027990174,1.0882003265140217,0.009329942431288263,0.13500249650262613,False,False,False
113,0.8521340888694343,1.0547189972524909,1.0347090841659803,-0.020009913086510567,0.11548527785910677,1.0620920814898231,0.007373084237332295,0.135033069857794,False,False,False
114,0.865184271749954,1.033188392428769,1.0116448829296094,-0.02154350949915962,0.11497952849979025,1.039845482184413,0.006657089755643941,0.13493775391920673,False,False,False
115,0.8785668854189496,1.0102983855774337,0.9876677134740719,-0.022630672103361782,0.11425732438772672,1.0164806477270993,0.006182262149665663,0.13480150033567917,False,False,False
116,0.8945215198969702,0.9551692682514044,0.930344392232847,-0.024824876018557318,0.11510992408392974,0.9600272573718333,0.004857989120428896,0.13397744777052426,False,False,False
117,0.9089700227304764,0.9231222268555009,0.8968630590740835,-0.02625916778141746,0.11510695337083617,0.9275309599865964,0.004408733131095466,0.1329865886705427,False,False,False
118,0.9230076666713565,0.8974175839613844,0.8681505824641496,-0.029267001497234824,0.11381598948573068,0.9006162312890631,0.0031986473276787164,0.13252850800778146,False,False,False
119,0.9377258071032285,0.864210409881089,0.8322032329663657,-0.03200717691472332,0.11356790862328267,0.8672252542009133,0.00301484431982435,0.13155415443601104,False,False,False
120,0.9545210750317907,0.7975072862601975,0.7617057301713739,-0.03580155608882363,0.11303789242530647,0.7982559851738911,0.0007486989136935573,0.13090143565833912,False,False,False
121,0.9701067756122369,0.7545545968419967,0.7156036864925985,-0.03895091034939813,0.11341093921700783,0.7541946861372978,-0.00035991070469887365,0.12984008026370697,False,False,False
122,0.9857295668401432,0.7164756266644854,0.6744634755496801,-0.042012151114805274,0.11383275787260932,0.7160355973692152,-0.0004400292952702056,0.12934221554011882,False,False,False
123,1.0022688683348269,0.6622727066350191,0.6172425650585619,-0.04503014157645724,0.11389906048157608,0.6605657276055777,-0.0017069790294413911,0.12828778718951994,False,False,False
124,1.019004102944006,0.6062926789133773,0.5586717839993038,-0.04762089491407351,0.11341138043529814,0.6026121933829119,-0.003680485530465405,0.12733488861553482,False,False,False
125,1.035778389906786,0.5527975381513219,0.5033337664043174,-0.04946377174700456,0.11257413729541535,0.5472183450807909,-0.005579193070531008,0.12617395937815143,False,False,False
126,1.0526996349335205,0.5034615537708986,0.4526747597922216,-0.050786793978677025,0.1117858913937118,0.49584937458340234,-0.007612179187496293,0.1252668138557657,False,False,False
127,1.0704711251779513,0.4399527030276651,0.38821537024753505,-0.05173733278013004,0.11120285050610096,0.4288817603084729,-0.011070942719192178,0.12417050490613656,False,False,False
128,1.0884330819607717,0.3764002169035988,0.3228709807432102,-0.05352923616038863,0.11109840543006148,0.36080534701811384,-0.015594869885484974,0.12298468185285436,False,False,False
129,1.09967127199599,0.3619153380318551,0.3067847708229938,-0.05513056720886128,0.11055013217273563,0.3440300468734681,-0.017885291158386996,0.12266256624187855,False,False,False
130,1.110826304079465,0.3590252404889755,0.3030747016620232,-0.05595053882695228,0.1104779279662433,0.33894940293522846,-0.020075837553747033,0.12286506109086477,False,False,False
131,1.1201949432371412,0.394413687207599,0.33860799062232577,-0.055805696585273235,0.10990744799629307,0.37255814631059897,-0.021855540897000036,0.12251449058359228,False,False,False
132,1.1325116712734296,0.36073144488311215,0.30387757626425116,-0.05685386861886099,0.10918124970635872,0.33535950750042665,-0.025371937382685505,0.1222472062027572,False,False,False
133,1.1449130159570098,0.32201542742330663,0.2643247217235127,-0.057690705699793954,0.1086353771410246,0.2935738853281812,-0.02844154209512545,0.12209639682904293,False,False,False
134,1.1576829886401407,0.2825007762575465,0.22393298993953875,-0.05856778631800774,0.10786985416725477,0.2512853163370521,-0.031215459920494404,0.12197562138124696,False,False,False
135,1.1696949345454053,0.2572023908520235,0.19807751946535737,-0.05912487138666614,0.10709043980439399,0.2237316263335185,-0.033470764518505,0.12169506784865619,False,False,False
136,1.1817495896565817,0.23787953685974883,0.17853310981862705,-0.05934642704112178,0.10661095787747862,0.2024982796467388,-0.035381257213010026,0.12187853563507016,False,False,False
137,1.1938277512713094,0.22024486179913616,0.16049142340650407,-0.059753438392632086,0.10541974487712591,0.18378326011139381,-0.036461601687742345,0.12198796026658068,False,False,False
138,1.2057124116287659,0.20120182988624888,0.1423304911033188,-0.05887133878293008,0.10508796085673569,0.16402069865843522,-0.03718113122781366,0.12245877789080882,False,False,False
139,1.21855100687322,0.17306872668196194,0.11458103666989827,-0.058487690012063664,0.10421056738450198,0.1347058868180373,-0.038362839863924636,0.12264570201985348,False,False,False
140,1.2311271199248006,0.14866790685462303,0.09088478135449142,-0.05778312550013161,0.10378048875381922,0.11029735941465268,-0.03837054743997034,0.12305670046526002,False,False,False
141,1.2428090977568647,0.15079408940463218,0.09350310664188013,-0.057290982762752046,0.10339797996587126,0.11281858395091435,-0.037975505453717834,0.12404021036913244,False,False,False
142,1.2562001497734727,0.11482486013388181,0.05788645953114668,-0.056938400602735126,0.10260407756722736,0.07709057779768114,-0.03773428233620067,0.12449775142454084,False,False,False
143,1.269218561159291,0.08066960490056665,0.024300535068718248,-0.056369069831848403,0.10213223127126987,0.04378364597787895,-0.03688595892268771,0.12518927512247094,False,False,False
144,1.282400750769571,0.049499429778086565,-0.006416541270109839,-0.0559159710481964,0.10230708555788023,0.012703255201518032,-0.03679617457656853,0.12611427429611924,False,True,False
