grid_point_index,reaction_coordinate_xi_angstrom,compression_coordinate_sigma_angstrom,q_nh_angstrom,q_oh_angstrom,dft_energy_hartree,relative_dft_energy_kcal_per_mol
54,-1.2000000000000002,3.3916666666666666,1.0958333315478912,2.2958333333333334,-284.348928788378,5.078555786208784
55,-1.2000000000000002,3.4624999999999995,1.131249993315213,2.3312500000000003,-284.344921957035,7.592880414890959
56,-1.2000000000000002,3.533333333333333,1.1666666620456558,2.3666666666666663,-284.339851977748,10.774340450778594
57,-1.2000000000000002,3.604166666666666,1.2020833230010628,2.4020833333333327,-284.333956824753,14.473604806216231
58,-1.2000000000000002,3.675,1.2375000024106242,2.437500000000001,-284.327432950612,18.567397637295183
59,-1.2000000000000002,3.7458333333333327,1.272916674943542,2.4729166666666664,-284.320443818259,22.953144404282792
60,-1.2000000000000002,3.8166666666666655,1.3083333274227542,2.5083333333333337,-284.313126488053,27.544838433382445
61,-1.2000000000000002,3.8874999999999993,1.343749994769665,2.54375,-284.30559601588,32.2702810661187
62,-1.2000000000000002,3.958333333333333,1.3791666549238375,2.5791666666666666,-284.297941038247,37.07385205454666
63,-1.2000000000000002,4.029166666666666,1.414583312246391,2.614583333333333,-284.290224270303,41.916197048573295
64,-1.2000000000000002,4.1,1.4499999921495177,2.65,-284.282494639301,46.7666137333448
65,-1.08,2.825,0.8724999999786551,1.9525,-284.315432090093,26.098051309865557
66,-1.08,2.895833333333333,0.9079166668794876,1.9879166666666668,-284.328918441531,17.635238011964386
67,-1.08,2.9666666666666663,0.9433333333450188,2.023333333333333,-284.339557875637,10.958892311781344
68,-1.08,3.0375,0.9787499999571958,2.05875,-284.345072373414,7.498492712031863
69,-1.08,3.108333333333333,1.014166667356805,2.0941666666666663,-284.347680058605,5.862145549281793
70,-1.08,3.1791666666666663,1.0495833340701854,2.129583333333333,-284.347943456319,5.696860988313139
71,-1.08,3.25,1.0850000007552856,2.165,-284.346332502049,6.707750055024597
72,-1.08,3.320833333333333,1.1204166621371168,2.2004166666666665,-284.343209026604,8.667760488779642
73,-1.08,3.3916666666666666,1.1558333295580654,2.235833333333334,-284.338892467755,11.37644206186813
74,-1.08,3.4624999999999995,1.1912499957847709,2.27125,-284.333638330585,14.673462914051616
75,-1.08,3.533333333333333,1.2266666576010026,2.306666666666666,-284.327658461831,18.425887210856285
76,-1.08,3.604166666666666,1.2620833376300564,2.3420833333333326,-284.321130295546,22.52237340293155
77,-1.08,3.675,1.2974999948121555,2.3775,-284.314202315271,26.869746661621885
78,-1.08,3.7458333333333327,1.332916661769094,2.4129166666666664,-284.306996844195,31.391248026911995
79,-1.08,3.8166666666666655,1.3683333205445958,2.4483333333333333,-284.299614305957,36.02386071389327
80,-1.08,3.8874999999999993,1.4037499956104886,2.48375,-284.292128704506,40.72114654344405
81,-1.08,3.958333333333333,1.4391666586643057,2.5191666666666666,-284.284594006448,45.44924095904974
82,-1.08,4.029166666666666,1.4745833201675982,2.554583333333334,-284.27705997555,50.17691672542906
83,-1.08,4.1,1.5099999808319151,2.59,-284.269572373105,54.87545819768231
84,-0.9600000000000002,2.683333333333333,0.8616666671166542,1.821666666666667,-284.298642904803,36.633424141146655
85,-0.9600000000000002,2.7541666666666664,0.8970833333323743,1.857083333333333,-284.314956256604,26.396641332301986
86,-0.9600000000000002,2.825,0.9324999999997567,1.8925,-284.326362873546,19.238881134190155
87,-0.9600000000000002,2.895833333333333,0.9679166666665387,1.9279166666666665,-284.333785546544,14.581083505061352
88,-0.9600000000000002,2.9666666666666663,1.0033333333080643,1.9633333333333327,-284.337975337816,11.951949787544963
89,-0.9600000000000002,3.0375,1.0387499999443577,1.99875,-284.339544420764,10.967335372060449
90,-0.9600000000000002,3.108333333333333,1.0741666665697776,2.0341666666666667,-284.341728536688,9.596781937319038
91,-0.9600000000000002,3.1791666666666663,1.1095833339163443,2.069583333333333,-284.339656993262,10.896695063057225
92,-0.9600000000000002,3.25,1.1450000013457786,2.105,-284.336242153776,13.039539192908087
93,-0.9600000000000002,3.320833333333333,1.1804166691414322,2.1404166666666664,-284.331762809002,15.85037047621343
94,-0.9600000000000002,3.3916666666666666,1.215833330928464,2.1758333333333333,-284.326449727161,19.184379667910683
95,-0.9600000000000002,3.4624999999999995,1.2512499977869729,2.21125,-284.320492330284,22.92270264896046
96,-0.9600000000000002,3.533333333333333,1.2866666645849507,2.2466666666666666,-284.314049770998,26.965469638156787
97,-0.9600000000000002,3.604166666666666,1.322083330765326,2.282083333333333,-284.307255486757,31.22894736885064
98,-0.9600000000000002,3.675,1.3574999960070546,2.3175,-284.300220827218,35.64326287637388
99,-0.9600000000000002,3.7458333333333327,1.392916660074316,2.352916666666666,-284.293028583009,40.15646425731106
100,-0.9600000000000002,3.8166666666666655,1.428333321676603,2.3883333333333328,-284.285742025033,44.72884842055343
101,-0.9600000000000002,3.8874999999999993,1.4637499968591026,2.42375,-284.278415325224,49.32642196433452
102,-0.9600000000000002,3.958333333333333,1.4991666613540775,2.4591666666666665,-284.271098811856,53.91760341985269
103,-0.9600000000000002,4.029166666666666,1.5345833247349765,2.494583333333333,-284.263833782029,58.47647846565278
104,-0.9600000000000002,4.1,1.5700000047645923,2.53,-284.256651485473,62.98343760006213
105,-0.8400000000000003,2.5416666666666665,0.8508333324739091,1.6908333333333332,-284.276878414388,50.290848074693685
106,-0.8400000000000003,2.6125,0.886250000572928,1.72625,-284.296677842772,37.86651918271477
107,-0.8400000000000003,2.683333333333333,0.921666666682592,1.7616666666666667,-284.311026518628,28.862589142806176
108,-0.8400000000000003,2.7541666666666664,0.9570833333251864,1.7970833333333331,-284.320936912549,22.643723065705625
109,-0.8400000000000003,2.825,0.9924999999999484,1.8325,-284.32723376523,18.692388351578224
110,-0.8400000000000003,2.895833333333333,1.0279166666595425,1.867916666666667,-284.330599592376,16.580299929396528
111,-0.8400000000000003,2.9666666666666663,1.0633333333287176,1.9033333333333329,-284.33157073068,15.970901443004774
112,-0.8400000000000003,3.0375,1.0987499999163262,1.9387500000000004,-284.334053779585,14.412764730560385
113,-0.8400000000000003,3.108333333333333,1.134166666249692,1.9741666666666668,-284.331739886366,15.86475464746892
114,-0.8400000000000003,3.1791666666666663,1.1695833319996904,2.009583333333333,-284.328202327065,18.084606623894107
115,-0.8400000000000003,3.25,1.204999996857,2.0450000000000004,-284.323695376224,20.912760975761504
116,-0.8400000000000003,3.320833333333333,1.240416666415424,2.080416666666666,-284.318429611142,24.21707845291667
117,-0.8400000000000003,3.3916666666666666,1.2758333306780278,2.115833333333333,-284.312579814434,27.887881308524516
118,-0.8400000000000003,3.4624999999999995,1.3112500061633985,2.15125,-284.306294295372,31.832104069318486
119,-0.8400000000000003,3.533333333333333,1.346666667756205,2.1866666666666665,-284.299695945436,35.97263116736809
120,-0.8400000000000003,3.604166666666666,1.3820833350655293,2.2220833333333325,-284.292881652264,40.24866469184096
121,-0.8400000000000003,3.675,1.4175000020953512,2.2575,-284.285919195067,44.61767254572058
122,-0.8400000000000003,3.7458333333333327,1.4529166685596164,2.292916666666667,-284.278865637503,49.0438467429841
123,-0.8400000000000003,3.8166666666666655,1.488333339532833,2.328333333333333,-284.271776856699,53.49212385704885
124,-0.8400000000000003,3.8874999999999993,1.5237499917723076,2.36375,-284.264701648963,57.93188374233187
125,-0.8400000000000003,3.958333333333333,1.5591666602350442,2.3991666666666664,-284.257677560992,62.339565490780736
126,-0.8400000000000003,4.029166666666666,1.5945833243744725,2.4345833333333333,-284.250726784437,66.70124363114873
127,-0.8400000000000003,4.1,1.6300000038154547,2.47,-284.243875910368,71.00023201506967
128,-0.7200000000000002,2.470833333333333,0.8754166672824608,1.595416666666667,-284.276036585156,50.81910389331795
129,-0.7200000000000002,2.5416666666666665,0.9108333345005204,1.6308333333333334,-284.294176858384,39.4359105806731
130,-0.7200000000000002,2.6125,0.9462499998759236,1.66625,-284.303996294042,33.27412167531467
131,-0.7200000000000002,2.683333333333333,0.9816666668834252,1.7016666666666669,-284.312958291033,27.65038365694318
132,-0.7200000000000002,2.7541666666666664,1.0170833333386249,1.7370833333333335,-284.318590717671,24.115982579640672
133,-0.7200000000000002,2.825,1.0525000001631042,1.7725000000000002,-284.321495903891,22.29295070267003
134,-0.7200000000000002,2.895833333333333,1.087916666667008,1.8079166666666668,-284.322188322247,21.85845162427627
135,-0.7200000000000002,2.9666666666666663,1.1233333333327626,1.8433333333333333,-284.321084160375,22.551323659842154
136,-0.7200000000000002,3.0375,1.1587499999484818,1.87875,-284.322741739108,21.5111773008864
137,-0.7200000000000002,3.108333333333333,1.1941666663292487,1.9141666666666668,-284.319248675066,23.703108080753264
138,-0.7200000000000002,3.1791666666666663,1.229583332229708,1.9495833333333328,-284.314848029176,26.46455506870818
139,-0.7200000000000002,3.25,1.264999997523777,1.985,-284.309739108947,29.670450914650843
140,-0.7200000000000002,3.320833333333333,1.3004166649189626,2.020416666666667,-284.304087299022,33.21701518818232
141,-0.7200000000000002,3.3916666666666666,1.3358333313571054,2.055833333333334,-284.298028720482,37.01883062137393
142,-0.7200000000000002,3.4624999999999995,1.371249999403532,2.09125,-284.291674427508,41.0062096635553
143,-0.7200000000000002,3.533333333333333,1.4066666712574067,2.126666666666667,-284.28511022181,45.12531092874816
144,-0.7200000000000002,3.604166666666666,1.442083330722895,2.1620833333333334,-284.278402852443,49.33424875258553
145,-0.7200000000000002,3.675,1.4775000081451377,2.1975,-284.271610551099,53.59648219662333
146,-0.7200000000000002,3.7458333333333327,1.512916668023856,2.2329166666666658,-284.264784541795,57.87986770493038
147,-0.7200000000000002,3.8166666666666655,1.5483333354155746,2.268333333333333,-284.257972743406,62.15433572942348
148,-0.7200000000000002,3.8874999999999993,1.583750002744335,2.30375,-284.251202715134,66.40259260977922
149,-0.7200000000000002,3.958333333333333,1.6191666704166323,2.339166666666666,-284.244498170168,70.6097580952254
150,-0.7200000000000002,4.029166666666666,1.6545833384390414,2.374583333333333,-284.237884920006,74.75963522622374
151,-0.7200000000000002,4.1,1.6900000061612372,2.41,-284.231375885235,78.8441162120322
152,-0.6000000000000001,2.4,0.9000000063362843,1.5,-284.267988356464,55.86944364698616
153,-0.6000000000000001,2.470833333333333,0.9354166699066732,1.5354166666666669,-284.285249267164,45.03805865179511
154,-0.6000000000000001,2.5416666666666665,0.9708333336419516,1.5708333333333329,-284.297790613708,37.16824487791024
155,-0.6000000000000001,2.6125,1.0062500005456554,1.60625,-284.306474777864,31.71884959568682
156,-0.6000000000000001,2.683333333333333,1.0416666685843377,1.6416666666666666,-284.312008285165,28.24652133952362
157,-0.6000000000000001,2.7541666666666664,1.0770833333497567,1.6770833333333333,-284.311050541049,28.84751484605548
158,-0.6000000000000001,2.825,1.1125000000042962,1.7125,-284.311758244178,28.40342442776902
159,-0.6000000000000001,2.895833333333333,1.1479166666959424,1.7479166666666666,-284.310754528872,29.033265291554013
160,-0.6000000000000001,2.9666666666666663,1.1833333333332678,1.7833333333333334,-284.308359982341,30.535865925828496
161,-0.6000000000000001,3.0375,1.2187499999880822,1.81875,-284.304841212077,32.74392760354548
162,-0.6000000000000001,3.108333333333333,1.2541666665523596,1.8541666666666667,-284.305410603855,32.386628868387454
163,-0.6000000000000001,3.1791666666666663,1.289583332924217,1.8895833333333327,-284.300566040665,35.42663816783087
164,-0.6000000000000001,3.25,1.3249999992915822,1.9250000000000005,-284.295195612449,38.79663275314477
165,-0.6000000000000001,3.320833333333333,1.360416664577962,1.960416666666667,-284.2894271457,42.41640028894471
166,-0.6000000000000001,3.3916666666666666,1.3958333367757945,1.995833333333333,-284.277107116644,50.14733524232584
167,-0.6000000000000001,3.4624999999999995,1.4312500006800375,2.0312500000000004,-284.277089174528,50.15859409011119
168,-0.6000000000000001,3.533333333333333,1.4666666675024165,2.066666666666666,-284.270660015155,54.192952506929664
169,-0.6000000000000001,3.604166666666666,1.5020833354734429,2.1020833333333324,-284.264148889864,58.27874531385208
170,-0.6000000000000001,3.675,1.5374999961912603,2.1375,-284.257599440532,62.3885868195776
171,-0.6000000000000001,3.7458333333333327,1.572916668731918,2.1729166666666666,-284.251051158696,66.49769571049642
172,-0.6000000000000001,3.8166666666666655,1.6083333365308516,2.208333333333333,-284.24453527262,70.5864759550947
173,-0.6000000000000001,3.8874999999999993,1.6437500045830833,2.2437499999999995,-284.23807900889,74.63784261272056
174,-0.6000000000000001,3.958333333333333,1.6791666730979653,2.279166666666667,-284.231704306972,78.63802846058837
175,-0.6000000000000001,4.029166666666666,1.714583341978967,2.3145833333333337,-284.225426738799,82.57726196322568
176,-0.6000000000000001,4.1,1.7500000109963003,2.35,-284.219257066302,86.44878990694758
177,-0.4800000000000002,2.4,0.9600000040936412,1.4399999999999995,-284.269816179233,54.72246754254709
178,-0.4800000000000002,2.470833333333333,0.9954166688858742,1.4754166666666668,-284.285547477658,44.85092874153955
179,-0.4800000000000002,2.5416666666666665,1.0308333339618143,1.5108333333333337,-284.294411249863,39.28882770695358
180,-0.4800000000000002,2.6125,1.0662500018732577,1.54625,-284.30019503953,35.6594448949098
181,-0.4800000000000002,2.683333333333333,1.101666668393162,1.5816666666666668,-284.299784263686,35.9172106287646
182,-0.4800000000000002,2.7541666666666664,1.1370833335051975,1.6170833333333334,-284.300807672138,35.275012129298766
183,-0.4800000000000002,2.825,1.172500000030501,1.6525,-284.300134762507,35.69726929791705
184,-0.4800000000000002,2.895833333333333,1.207916666667126,1.687916666666667,-284.298082867107,36.98485310122204
185,-0.4800000000000002,2.9666666666666663,1.2433333333324517,1.723333333333333,-284.294922124366,38.96824911626825
186,-0.4800000000000002,3.0375,1.2787500000004608,1.75875,-284.290873580532,41.50874872827365
187,-0.4800000000000002,3.108333333333333,1.3141666667032887,1.7941666666666665,-284.286117606056,44.49316777035574
188,-0.4800000000000002,3.1791666666666663,1.34958333369322,1.829583333333333,-284.286158213319,44.46768632808787
189,-0.4800000000000002,3.25,1.3850000016690902,1.865,-284.275041788146,51.443348441885824
190,-0.4800000000000002,3.320833333333333,1.4204166668087677,1.9004166666666669,-284.268961855785,55.25856360006983
191,-0.4800000000000002,3.3916666666666666,1.4558333368972427,1.9358333333333333,-284.26263701939,59.22745835981954
192,-0.4800000000000002,3.4624999999999995,1.4912500003916789,1.97125,-284.262910266572,59.05599316434837
193,-0.4800000000000002,3.533333333333333,1.5266666676403002,2.006666666666667,-284.256689375513,62.9596612409863
194,-0.4800000000000002,3.604166666666666,1.562083335487379,2.042083333333333,-284.25041845889,66.8947208329844
195,-0.4800000000000002,3.675,1.597499999086185,2.0775,-284.244135032541,70.83763039655985
196,-0.4800000000000002,3.7458333333333327,1.6329166681498173,2.112916666666667,-284.237868722565,74.7697992739241
197,-0.4800000000000002,3.8166666666666655,1.6683333357333716,2.148333333333333,-284.2316521612,78.6707504265702
198,-0.4800000000000002,3.8874999999999993,1.7037500036855993,2.1837500000000003,-284.225505254883,82.52799237665674
199,-0.4800000000000002,3.958333333333333,1.7391666719704606,2.2191666666666667,-284.219442478398,86.33244206012726
200,-0.4800000000000002,4.029166666666666,1.7745833406248808,2.254583333333333,-284.213475606403,90.07671076750243
201,-0.4800000000000002,4.1,1.8100000095563824,2.289999999999999,-284.207613998907,93.7549250044826
202,-0.3600000000000003,2.4,1.0200000047765765,1.38,-284.268832158716,55.33994973961615
203,-0.3600000000000003,2.470833333333333,1.055416674056471,1.4154166666666663,-284.278295573846,49.40156708856694
204,-0.3600000000000003,2.5416666666666665,1.090833338052675,1.4508333333333334,-284.284624899526,45.42985525990967
205,-0.3600000000000003,2.6125,1.1262500026459277,1.48625,-284.28836860501,43.080644600598696
206,-0.3600000000000003,2.683333333333333,1.1616666661956634,1.521666666666667,-284.289996981687,42.05882280844394
207,-0.3600000000000003,2.7541666666666664,1.1970833332340949,1.5570833333333336,-284.289893856602,42.12353477628908
208,-0.3600000000000003,2.825,1.2325000001128463,1.5925,-284.288385602853,43.06997829309218
209,-0.3600000000000003,2.895833333333333,1.2679166666724777,1.627916666666667,-284.285734749426,44.73341393287798
210,-0.3600000000000003,2.9666666666666663,1.3033333333333343,1.663333333333333,-284.282154979155,46.97975369291056
211,-0.3600000000000003,3.0375,1.338749999999486,1.69875,-284.277835646818,49.69017565599924
212,-0.3600000000000003,3.108333333333333,1.3741666666905876,1.7341666666666666,-284.272937123528,52.7640454294078
213,-0.3600000000000003,3.1791666666666663,1.409583333541952,1.769583333333333,-284.267580400566,56.12543983799775
214,-0.3600000000000003,3.25,1.4450000009342303,1.805,-284.261859824535,59.715155494527885
215,-0.3600000000000003,3.320833333333333,1.480416666736372,1.8404166666666668,-284.255866133431,63.47625344688387
216,-0.3600000000000003,3.3916666666666666,1.5158333350842212,1.8758333333333328,-284.24966403666,67.36812792974597
217,-0.3600000000000003,3.4624999999999995,1.551250003764583,1.91125,-284.243324368316,71.3463298780402
218,-0.3600000000000003,3.533333333333333,1.5866666670672671,1.946666666666667,-284.2368991241,75.37823149676076
219,-0.3600000000000003,3.604166666666666,1.6220833318376222,1.9820833333333328,-284.230434619058,79.43476965574696
220,-0.3600000000000003,3.675,1.6574999970838504,2.0175000000000005,-284.223959874165,83.497733418218
221,-0.3600000000000003,3.7458333333333327,1.6929166630288268,2.0529166666666665,-284.225452206901,82.56128048791938
222,-0.3600000000000003,3.8166666666666655,1.7283333351756698,2.0883333333333334,-284.219507850702,86.29142032003021
223,-0.3600000000000003,3.8874999999999993,1.76375000278372,2.12375,-284.213635421014,89.97642558501792
224,-0.3600000000000003,3.958333333333333,1.7991666705726552,2.1591666666666667,-284.207845080587,93.60991906100077
225,-0.3600000000000003,4.029166666666666,1.8345833384306989,2.1945833333333327,-284.202151927543,97.18242653338834
226,-0.3600000000000003,4.1,1.8700000062107704,2.23,-284.196574291763,100.68244582822052
227,-0.2400000000000002,2.4,1.080000008295576,1.3200000000000005,-284.265313998536,57.547628583851385
228,-0.2400000000000002,2.470833333333333,1.1154166698282184,1.355416666666667,-284.272822695297,52.83585022844326
229,-0.2400000000000002,2.5416666666666665,1.1508333280729357,1.3908333333333334,-284.277607913974,49.83308017316201
230,-0.2400000000000002,2.6125,1.1862499975495964,1.42625,-284.280149408116,48.23826852077605
231,-0.2400000000000002,2.683333333333333,1.2216666667779603,1.461666666666667,-284.280856110159,47.79480629346896
232,-0.2400000000000002,2.7541666666666664,1.257083334419868,1.4970833333333335,-284.280066546672,48.29026486192927
233,-0.2400000000000002,2.825,1.2925000001836888,1.5325000000000002,-284.278051200228,49.55491384906578
234,-0.2400000000000002,2.895833333333333,1.3279166666795743,1.5679166666666668,-284.275050441754,51.43791822087712
235,-0.2400000000000002,2.9666666666666663,1.3633333333333717,1.6033333333333335,-284.271255787675,53.81909960624288
236,-0.2400000000000002,3.0375,1.3987499999999526,1.6387499999999997,-284.266823893766,56.60015502217429
237,-0.2400000000000002,3.108333333333333,1.4341666666722803,1.6741666666666666,-284.26188173889,59.70140402915466
238,-0.2400000000000002,3.1791666666666663,1.4695833334173984,1.7095833333333337,-284.256524686925,63.06300489024464
239,-0.2400000000000002,3.25,1.5050000002586923,1.7450000000000003,-284.250851072346,66.62325179074685
240,-0.2400000000000002,3.320833333333333,1.5404166673864377,1.780416666666666,-284.244940209656,70.33237412859093
241,-0.2400000000000002,3.3916666666666666,1.5758333338539374,1.815833333333333,-284.238871882783,74.14030673314062
242,-0.2400000000000002,3.4624999999999995,1.61124999705295,1.85125,-284.232689101254,78.02006071864523
243,-0.2400000000000002,3.533333333333333,1.6466666663703122,1.8866666666666665,-284.226431171527,81.94697091034936
244,-0.2400000000000002,3.604166666666666,1.682083332715124,1.922083333333333,-284.220137158521,85.89652370147198
245,-0.2400000000000002,3.675,1.7174999991243871,1.9575,-284.213846228984,89.84414158663084
246,-0.2400000000000002,3.7458333333333327,1.7529166639917604,1.9929166666666664,-284.20758891751,93.77066381871292
247,-0.2400000000000002,3.8166666666666655,1.7883333251240496,2.0283333333333333,-284.201383253017,97.66477708092448
248,-0.2400000000000002,3.8874999999999993,1.8237499983928824,2.06375,-284.195240660496,101.51931208318
249,-0.2400000000000002,3.958333333333333,1.859166663794515,2.099166666666667,-284.189176300655,105.3247553375297
250,-0.2400000000000002,4.029166666666666,1.894583321974724,2.134583333333333,-284.183206315387,109.07097765321402
251,-0.2400000000000002,4.1,1.9299999929161724,2.17,-284.177342622153,112.75050071055188
252,-0.1200000000000001,2.4,1.1400000137188842,1.2599999999999998,-284.261927462395,59.67271209656419
253,-0.1200000000000001,2.470833333333333,1.1754166726049815,1.2954166666666669,-284.268225193208,55.7208263463057
254,-0.1200000000000001,2.5416666666666665,1.210833334360905,1.330833333333333,-284.272050786286,53.32023044596497
255,-0.1200000000000001,2.6125,1.2462500039278388,1.36625,-284.273841390543,52.19660931040215
256,-0.1200000000000001,2.683333333333333,1.2816666681014894,1.4016666666666666,-284.273967733501,52.11732790725951
257,-0.1200000000000001,2.7541666666666664,1.317083333929551,1.4370833333333335,-284.272740644117,52.88733812126117
258,-0.1200000000000001,2.825,1.352500000108779,1.4725,-284.270410034153,54.34981795402924
259,-0.1200000000000001,2.895833333333333,1.3879166666732503,1.5079166666666668,-284.26719264231,56.36876181725504
260,-0.1200000000000001,2.9666666666666663,1.4233333333333713,1.5433333333333332,-284.263264331945,58.833813788378215
261,-0.1200000000000001,3.0375,1.458749999987676,1.5787499999999997,-284.258753413849,61.6644576303425
262,-0.1200000000000001,3.108333333333333,1.4941666665093276,1.6141666666666663,-284.253765494786,64.79442409820695
263,-0.1200000000000001,3.1791666666666663,1.5295833336210136,1.6495833333333327,-284.248401081816,68.16064405969324
264,-0.1200000000000001,3.25,1.565000000044108,1.6850000000000005,-284.242755273871,71.70344203390427
265,-0.1200000000000001,3.320833333333333,1.6004166668588664,1.7204166666666665,-284.236893914565,75.3815005293314
266,-0.1200000000000001,3.3916666666666666,1.635833333142244,1.7558333333333334,-284.230897842218,79.14409273423446
267,-0.1200000000000001,3.4624999999999995,1.6712499996353096,1.79125,-284.224800901422,82.9699808465255
268,-0.1200000000000001,3.533333333333333,1.7066666660277572,1.8266666666666669,-284.218642886577,86.83419350316582
