sample_index,reaction_identifier,geometry,model,loss_function,hessian_method,zpe_eV,dft_zpe_eV,absolute_zpe_error_eV
10,rxn3125,reactant,HIP,MSE,Direct prediction,1.304205100069246,1.3042512950797138,4.619501046776442e-05
10,rxn3125,product,HIP,MSE,Direct prediction,1.073701119512906,1.075110303812257,0.0014091842993508852
10,rxn3125,reactant,HIP,MAE,Direct prediction,1.3041885555447177,1.3042512950797138,6.273953499613683e-05
10,rxn3125,product,HIP,MAE,Direct prediction,1.0685403774468512,1.075110303812257,0.006569926365405765
10,rxn3125,reactant,HIP,MAE+Sub,Direct prediction,1.3044536021970283,1.3042512950797138,0.00020230711731450413
10,rxn3125,product,HIP,MAE+Sub,Direct prediction,1.0708885600344975,1.075110303812257,0.0042217437777594125
11,rxn3126,reactant,HIP,MSE,Direct prediction,1.3041888285370802,1.3042512951010363,6.24665639561428e-05
11,rxn3126,product,HIP,MSE,Direct prediction,1.280225861517702,1.280675353969661,0.0004494924519589105
11,rxn3126,reactant,HIP,MAE,Direct prediction,1.3042120179892682,1.3042512951010363,3.9277111768099005e-05
11,rxn3126,product,HIP,MAE,Direct prediction,1.2806313582480084,1.280675353969661,4.399572165247889e-05
11,rxn3126,reactant,HIP,MAE+Sub,Direct prediction,1.304437847581462,1.3042512951010363,0.0001865524804256502
11,rxn3126,product,HIP,MAE+Sub,Direct prediction,1.2804621565038237,1.280675353969661,0.00021319746583725596
12,rxn3127,reactant,HIP,MSE,Direct prediction,1.3041916570773424,1.3042512951010363,5.963802369390869e-05
12,rxn3127,product,HIP,MSE,Direct prediction,1.087450336199636,1.0927775265491904,0.005327190349554423
12,rxn3127,reactant,HIP,MAE,Direct prediction,1.3042106338223418,1.3042512951010363,4.0661278694509306e-05
12,rxn3127,product,HIP,MAE,Direct prediction,1.092311935777335,1.0927775265491904,0.0004655907718553731
12,rxn3127,reactant,HIP,MAE+Sub,Direct prediction,1.3044164062346524,1.3042512951010363,0.00016511113361605823
12,rxn3127,product,HIP,MAE+Sub,Direct prediction,1.0906933985247234,1.0927775265491904,0.0020841280244670024
13,rxn9455,reactant,HIP,MSE,Direct prediction,1.199754264231665,1.1984976661443656,0.0012565980872993876
13,rxn9455,product,HIP,MSE,Direct prediction,1.1900164164623128,1.18866437116562,0.0013520452966928609
13,rxn9455,reactant,HIP,MAE,Direct prediction,1.1978820660356944,1.1984976661443656,0.0006156001086712326
13,rxn9455,product,HIP,MAE,Direct prediction,1.1888127292653012,1.18866437116562,0.00014835809968127833
13,rxn9455,reactant,HIP,MAE+Sub,Direct prediction,1.1986246015668842,1.1984976661443656,0.00012693542251862588
13,rxn9455,product,HIP,MAE+Sub,Direct prediction,1.1876001534545555,1.18866437116562,0.0010642177110644635
14,rxn2504,reactant,HIP,MSE,Direct prediction,2.5545798349080417,2.554108041092229,0.0004717938158127488
14,rxn2504,product,HIP,MSE,Direct prediction,2.547412582612171,2.5473257031915413,8.68794206296819e-05
14,rxn2504,reactant,HIP,MAE,Direct prediction,2.55436111600936,2.554108041092229,0.00025307491713100205
14,rxn2504,product,HIP,MAE,Direct prediction,2.547046577468285,2.5473257031915413,0.00027912572325616836
14,rxn2504,reactant,HIP,MAE+Sub,Direct prediction,2.5557199765806216,2.554108041092229,0.0016119354883925574
14,rxn2504,product,HIP,MAE+Sub,Direct prediction,2.5480172822053366,2.5473257031915413,0.0006915790137953515
15,rxn2505,reactant,HIP,MSE,Direct prediction,2.554567801238473,2.554108019371345,0.0004597818671281395
15,rxn2505,product,HIP,MSE,Direct prediction,2.548465731048453,2.5473216522003344,0.0011440788481187347
15,rxn2505,reactant,HIP,MAE,Direct prediction,2.554318857229258,2.554108019371345,0.00021083785791331522
15,rxn2505,product,HIP,MAE,Direct prediction,2.5469426780128277,2.5473216522003344,0.00037897418750665324
15,rxn2505,reactant,HIP,MAE+Sub,Direct prediction,2.555755222730536,2.554108019371345,0.0016472033591909963
15,rxn2505,product,HIP,MAE+Sub,Direct prediction,2.5480900470871357,2.5473216522003344,0.0007683948868013601
16,rxn0033,reactant,HIP,MSE,Direct prediction,2.6687960762983503,2.669905952141417,0.0011098758430665434
16,rxn0033,product,HIP,MSE,Direct prediction,2.664665659053948,2.665645994489624,0.000980335435675883
16,rxn0033,reactant,HIP,MAE,Direct prediction,2.6689182947034,2.669905952141417,0.0009876574380167646
16,rxn0033,product,HIP,MAE,Direct prediction,2.664769248291554,2.665645994489624,0.0008767461980698776
16,rxn0033,reactant,HIP,MAE+Sub,Direct prediction,2.6703500201517927,2.669905952141417,0.0004440680103758865
16,rxn0033,product,HIP,MAE+Sub,Direct prediction,2.6659590273628533,2.665645994489624,0.00031303287322925755
17,rxn0034,reactant,HIP,MSE,Direct prediction,2.6688260506871924,2.669905952141417,0.00107990145422443
17,rxn0034,product,HIP,MSE,Direct prediction,2.682566034354908,2.683949466272838,0.0013834319179300003
17,rxn0034,reactant,HIP,MAE,Direct prediction,2.6689592286566324,2.669905952141417,0.0009467234847844175
17,rxn0034,product,HIP,MAE,Direct prediction,2.682109196772541,2.683949466272838,0.0018402695002968095
17,rxn0034,reactant,HIP,MAE+Sub,Direct prediction,2.670395683461375,2.669905952141417,0.0004897313199583309
17,rxn0034,product,HIP,MAE+Sub,Direct prediction,2.683091887559304,2.683949466272838,0.0008575787135338686
18,rxn0035,reactant,HIP,MSE,Direct prediction,2.668792402669933,2.669905952141417,0.00111354947148401
18,rxn0035,product,HIP,MSE,Direct prediction,2.581201853323488,2.579973894443909,0.0012279588795789387
18,rxn0035,reactant,HIP,MAE,Direct prediction,2.66893941836482,2.669905952141417,0.000966533776596723
18,rxn0035,product,HIP,MAE,Direct prediction,2.579425698832842,2.579973894443909,0.0005481956110671149
18,rxn0035,reactant,HIP,MAE+Sub,Direct prediction,2.6703769106795434,2.669905952141417,0.00047095853812662014
18,rxn0035,product,HIP,MAE+Sub,Direct prediction,2.5811005239335265,2.579973894443909,0.0011266294896175033
19,rxn0036,reactant,HIP,MSE,Direct prediction,2.668789917282984,2.669905952141417,0.0011160348584327018
19,rxn0036,product,HIP,MSE,Direct prediction,2.564721987706087,2.565349206496806,0.0006272187907190307
19,rxn0036,reactant,HIP,MAE,Direct prediction,2.6690105362107386,2.669905952141417,0.0008954159306782117
19,rxn0036,product,HIP,MAE,Direct prediction,2.565871214944463,2.565349206496806,0.0005220084476569298
19,rxn0036,reactant,HIP,MAE+Sub,Direct prediction,2.6703902834910918,2.669905952141417,0.00048433134967496017
19,rxn0036,product,HIP,MAE+Sub,Direct prediction,2.565014717985364,2.565349206496806,0.0003344885114420215
20,rxn0037,reactant,HIP,MSE,Direct prediction,2.6688506112809063,2.669905952141417,0.001055340860510512
20,rxn0037,product,HIP,MSE,Direct prediction,2.64381041428025,2.644776419878572,0.0009660055983222726
20,rxn0037,reactant,HIP,MAE,Direct prediction,2.668953291706587,2.669905952141417,0.0009526604348297774
20,rxn0037,product,HIP,MAE,Direct prediction,2.644176106044237,2.644776419878572,0.000600313834335342
20,rxn0037,reactant,HIP,MAE+Sub,Direct prediction,2.6703870289075216,2.669905952141417,0.0004810767661047599
20,rxn0037,product,HIP,MAE+Sub,Direct prediction,2.6421947408709263,2.644776419878572,0.002581679007645832
21,rxn0038,reactant,HIP,MSE,Direct prediction,2.668781589161985,2.669905952141417,0.0011243629794317478
21,rxn0038,product,HIP,MSE,Direct prediction,2.676002856172616,2.674840578839045,0.0011622773335711045
21,rxn0038,reactant,HIP,MAE,Direct prediction,2.66895590250502,2.669905952141417,0.000950049636396777
21,rxn0038,product,HIP,MAE,Direct prediction,2.6729887846100637,2.674840578839045,0.001851794228981074
21,rxn0038,reactant,HIP,MAE+Sub,Direct prediction,2.670365936841388,2.669905952141417,0.00045998469997110547
21,rxn0038,product,HIP,MAE+Sub,Direct prediction,2.672502767593925,2.674840578839045,0.0023378112451197808
22,rxn0039,reactant,HIP,MSE,Direct prediction,2.668818563164173,2.6699059184089697,0.0010873552447967505
22,rxn0039,product,HIP,MSE,Direct prediction,2.66686371662017,2.664500742341504,0.0023629742786659413
22,rxn0039,reactant,HIP,MAE,Direct prediction,2.669012647273382,2.6699059184089697,0.000893271135587792
22,rxn0039,product,HIP,MAE,Direct prediction,2.6644566880210325,2.664500742341504,4.405432047160929e-05
22,rxn0039,reactant,HIP,MAE+Sub,Direct prediction,2.670354866838403,2.6699059184089697,0.0004489484294332158
22,rxn0039,product,HIP,MAE+Sub,Direct prediction,2.6657631087506184,2.664500742341504,0.0012623664091142572
23,rxn0040,reactant,HIP,MSE,Direct prediction,2.6688227048097386,2.669905952141417,0.0010832473316781943
23,rxn0040,product,HIP,MSE,Direct prediction,2.661137372130131,2.660931568989387,0.00020580314074392092
23,rxn0040,reactant,HIP,MAE,Direct prediction,2.668996940754051,2.669905952141417,0.0009090113873657657
23,rxn0040,product,HIP,MAE,Direct prediction,2.6617740274027546,2.660931568989387,0.0008424584133677193
23,rxn0040,reactant,HIP,MAE+Sub,Direct prediction,2.6704230166185723,2.669905952141417,0.0005170644771554933
23,rxn0040,product,HIP,MAE+Sub,Direct prediction,2.6620225274355565,2.660931568989387,0.0010909584461695765
24,rxn0041,reactant,HIP,MSE,Direct prediction,2.6687986591273907,2.669905952141417,0.0011072930140261228
24,rxn0041,product,HIP,MSE,Direct prediction,2.691443840555665,2.690268073791346,0.001175766764319075
24,rxn0041,reactant,HIP,MAE,Direct prediction,2.668973956991508,2.669905952141417,0.0009319951499087153
24,rxn0041,product,HIP,MAE,Direct prediction,2.690678003202076,2.690268073791346,0.00040992941073003664
24,rxn0041,reactant,HIP,MAE+Sub,Direct prediction,2.6703771976089934,2.669905952141417,0.0004712454675765976
24,rxn0041,product,HIP,MAE+Sub,Direct prediction,2.6923419683146084,2.690268073791346,0.002073894523262343
25,rxn0131,reactant,HIP,MSE,Direct prediction,2.6647094725016003,2.6641806372892627,0.0005288352123375972
25,rxn0131,product,HIP,MSE,Direct prediction,2.675987986000655,2.6733451406421564,0.002642845358498569
25,rxn0131,reactant,HIP,MAE,Direct prediction,2.6637280279582214,2.6641806372892627,0.0004526093310412982
25,rxn0131,product,HIP,MAE,Direct prediction,2.6732927628957763,2.6733451406421564,5.237774638011672e-05
25,rxn0131,reactant,HIP,MAE+Sub,Direct prediction,2.6646229187617965,2.6641806372892627,0.0004422814725337787
25,rxn0131,product,HIP,MAE+Sub,Direct prediction,2.6738580196120103,2.6733451406421564,0.0005128789698538583
26,rxn0132,reactant,HIP,MSE,Direct prediction,2.6647294237587977,2.6641806372892627,0.0005487864695350453
26,rxn0132,product,HIP,MSE,Direct prediction,2.682799256652679,2.683073694143233,0.0002744374905541136
26,rxn0132,reactant,HIP,MAE,Direct prediction,2.6635792475784448,2.6641806372892627,0.0006013897108179123
26,rxn0132,product,HIP,MAE,Direct prediction,2.6823610374564124,2.683073694143233,0.0007126566868205231
26,rxn0132,reactant,HIP,MAE+Sub,Direct prediction,2.6647151349034623,2.6641806372892627,0.0005344976141996582
26,rxn0132,product,HIP,MAE+Sub,Direct prediction,2.683380593350812,2.683073694143233,0.0003068992075792032
27,rxn0133,reactant,HIP,MSE,Direct prediction,2.664713577678417,2.6641806372892627,0.0005329403891543016
27,rxn0133,product,HIP,MSE,Direct prediction,2.449659249175771,2.457906710349173,0.008247461173402026
27,rxn0133,reactant,HIP,MAE,Direct prediction,2.663642815418228,2.6641806372892627,0.0005378218710347937
27,rxn0133,product,HIP,MAE,Direct prediction,2.452262334259065,2.457906710349173,0.00564437609010815
27,rxn0133,reactant,HIP,MAE+Sub,Direct prediction,2.664749745047753,2.6641806372892627,0.0005691077584901727
27,rxn0133,product,HIP,MAE+Sub,Direct prediction,2.456322907384739,2.457906710349173,0.0015838029644341667
28,rxn0134,reactant,HIP,MSE,Direct prediction,2.6646933127775254,2.6641806372892627,0.000512675488262726
28,rxn0134,product,HIP,MSE,Direct prediction,2.5659130501311656,2.5636871637587646,0.0022258863724009537
28,rxn0134,reactant,HIP,MAE,Direct prediction,2.6637028203081647,2.6641806372892627,0.0004778169810979449
28,rxn0134,product,HIP,MAE,Direct prediction,2.563977521477576,2.5636871637587646,0.0002903577188115847
28,rxn0134,reactant,HIP,MAE+Sub,Direct prediction,2.66471276711934,2.6641806372892627,0.0005321298300771105
28,rxn0134,product,HIP,MAE+Sub,Direct prediction,2.5603366695872096,2.5636871637587646,0.003350494171554974
29,rxn0627,reactant,HIP,MSE,Direct prediction,2.729155369420201,2.7295692158481213,0.00041384642792019477
29,rxn0627,product,HIP,MSE,Direct prediction,2.7332665530973506,2.7323228606844148,0.0009436924129357926
29,rxn0627,reactant,HIP,MAE,Direct prediction,2.729222826866306,2.7295692158481213,0.00034638898181516
29,rxn0627,product,HIP,MAE,Direct prediction,2.7329840712234623,2.7323228606844148,0.000661210539047552
29,rxn0627,reactant,HIP,MAE+Sub,Direct prediction,2.7299151495838623,2.7295692158481213,0.0003459337357409886
29,rxn0627,product,HIP,MAE+Sub,Direct prediction,2.733825912552561,2.7323228606844148,0.0015030518681462546
30,rxn0628,reactant,HIP,MSE,Direct prediction,2.729186077944574,2.7295692158481213,0.00038313790354749244
30,rxn0628,product,HIP,MSE,Direct prediction,2.691140236141265,2.689318898617607,0.0018213375236579843
30,rxn0628,reactant,HIP,MAE,Direct prediction,2.7292697973888886,2.7295692158481213,0.00029941845923264765
30,rxn0628,product,HIP,MAE,Direct prediction,2.690139110878857,2.689318898617607,0.0008202122612499529
30,rxn0628,reactant,HIP,MAE+Sub,Direct prediction,2.7299250030698863,2.7295692158481213,0.00035578722176499156
30,rxn0628,product,HIP,MAE+Sub,Direct prediction,2.6904678989688726,2.689318898617607,0.0011490003512655278
31,rxn0629,reactant,HIP,MSE,Direct prediction,2.7291739321996915,2.7295692158481213,0.00039528364842977837
31,rxn0629,product,HIP,MSE,Direct prediction,2.619974368870667,2.617850017377361,0.0021243514933058094
31,rxn0629,reactant,HIP,MAE,Direct prediction,2.7292615889463248,2.7295692158481213,0.0003076269017965316
31,rxn0629,product,HIP,MAE,Direct prediction,2.617187885192927,2.617850017377361,0.0006621321844342276
31,rxn0629,reactant,HIP,MAE+Sub,Direct prediction,2.7298958670351725,2.7295692158481213,0.000326651187051219
31,rxn0629,product,HIP,MAE+Sub,Direct prediction,2.617068354064344,2.617850017377361,0.0007816633130173223
32,rxn0630,reactant,HIP,MSE,Direct prediction,2.729176103502776,2.7295692158481213,0.0003931123453453367
32,rxn0630,product,HIP,MSE,Direct prediction,2.6812259781638503,2.6825171435917974,0.0012911654279470497
32,rxn0630,reactant,HIP,MAE,Direct prediction,2.729244806255827,2.7295692158481213,0.00032440959229429467
32,rxn0630,product,HIP,MAE,Direct prediction,2.681110978287222,2.6825171435917974,0.0014061653045756017
32,rxn0630,reactant,HIP,MAE+Sub,Direct prediction,2.729887369788277,2.7295692158481213,0.00031815394015577425
32,rxn0630,product,HIP,MAE+Sub,Direct prediction,2.6812039233233422,2.6825171435917974,0.0013132202684551508
33,rxn0631,reactant,HIP,MSE,Direct prediction,2.7291896872911385,2.7295692158481213,0.00037952855698275556
33,rxn0631,product,HIP,MSE,Direct prediction,2.592044115609982,2.5894612842667497,0.002582831343232339
33,rxn0631,reactant,HIP,MAE,Direct prediction,2.729265816178449,2.7295692158481213,0.00030339966967218857
33,rxn0631,product,HIP,MAE,Direct prediction,2.589065107242431,2.5894612842667497,0.00039617702431860025
33,rxn0631,reactant,HIP,MAE+Sub,Direct prediction,2.729896653809712,2.7295692158481213,0.0003274379615905154
33,rxn0631,product,HIP,MAE+Sub,Direct prediction,2.5889580055706163,2.5894612842667497,0.0005032786961334246
34,rxn0632,reactant,HIP,MSE,Direct prediction,2.729156689648156,2.7295692158481213,0.0004125261999652352
34,rxn0632,product,HIP,MSE,Direct prediction,2.657371574677436,2.6603124158646394,0.0029408411872036133
34,rxn0632,reactant,HIP,MAE,Direct prediction,2.7292628049659027,2.7295692158481213,0.0003064108822186107
34,rxn0632,product,HIP,MAE,Direct prediction,2.659096628477626,2.6603124158646394,0.001215787387013556
34,rxn0632,reactant,HIP,MAE+Sub,Direct prediction,2.729879283040081,2.7295692158481213,0.00031006719195980637
34,rxn0632,product,HIP,MAE+Sub,Direct prediction,2.657618819286338,2.6603124158646394,0.0026935965783012605
35,rxn0633,reactant,HIP,MSE,Direct prediction,2.729163047450512,2.7295692158481213,0.00040616839760909684
35,rxn0633,product,HIP,MSE,Direct prediction,2.687446494004248,2.6867892794903963,0.0006572145138519225
35,rxn0633,reactant,HIP,MAE,Direct prediction,2.729241489508024,2.7295692158481213,0.00032772634009736734
35,rxn0633,product,HIP,MAE,Direct prediction,2.6869052498016432,2.6867892794903963,0.00011597031124699342
35,rxn0633,reactant,HIP,MAE+Sub,Direct prediction,2.7299379787930507,2.7295692158481213,0.00036876294492937944
35,rxn0633,product,HIP,MAE+Sub,Direct prediction,2.6879667649023085,2.6867892794903963,0.0011774854119122047
36,rxn0634,reactant,HIP,MSE,Direct prediction,2.7291628630572604,2.7295692158481213,0.0004063527908608755
36,rxn0634,product,HIP,MSE,Direct prediction,2.686376070370588,2.685716614382451,0.0006594559881372142
36,rxn0634,reactant,HIP,MAE,Direct prediction,2.729241834908803,2.7295692158481213,0.00032738093931827805
36,rxn0634,product,HIP,MAE,Direct prediction,2.685631361029657,2.685716614382451,8.525335279374602e-05
36,rxn0634,reactant,HIP,MAE+Sub,Direct prediction,2.729900155145833,2.7295692158481213,0.00033093929771155217
36,rxn0634,product,HIP,MAE+Sub,Direct prediction,2.6872455450057697,2.685716614382451,0.001528930623318825
37,rxn0635,reactant,HIP,MSE,Direct prediction,2.72909468823432,2.7295692158481213,0.0004745276138011789
37,rxn0635,product,HIP,MSE,Direct prediction,2.6628223973639726,2.662840952652154,1.8555288181509866e-05
37,rxn0635,reactant,HIP,MAE,Direct prediction,2.729263620207239,2.7295692158481213,0.00030559564088239455
37,rxn0635,product,HIP,MAE,Direct prediction,2.6613919601354987,2.662840952652154,0.001448992516655423
37,rxn0635,reactant,HIP,MAE+Sub,Direct prediction,2.729917970166984,2.7295692158481213,0.0003487543188627207
37,rxn0635,product,HIP,MAE+Sub,Direct prediction,2.6622899683983383,2.662840952652154,0.0005509842538158338
38,rxn0636,reactant,HIP,MSE,Direct prediction,2.7291973397526315,2.7295692158481213,0.00037187609548983147
38,rxn0636,product,HIP,MSE,Direct prediction,2.6792994196882747,2.675179133497364,0.004120286190910871
38,rxn0636,reactant,HIP,MAE,Direct prediction,2.7292156969134767,2.7295692158481213,0.0003535189346446366
38,rxn0636,product,HIP,MAE,Direct prediction,2.678195683322325,2.675179133497364,0.0030165498249612455
38,rxn0636,reactant,HIP,MAE+Sub,Direct prediction,2.729922006278556,2.7295692158481213,0.00035279043043479064
38,rxn0636,product,HIP,MAE+Sub,Direct prediction,2.676331500341171,2.675179133497364,0.001152366843807151
39,rxn1298,reactant,HIP,MSE,Direct prediction,2.701002847520226,2.6984893713207043,0.0025134761995215804
39,rxn1298,product,HIP,MSE,Direct prediction,2.514845993430693,2.5114419696404844,0.0034040237902086545
39,rxn1298,reactant,HIP,MAE,Direct prediction,2.698264791666408,2.6984893713207043,0.00022457965429634186
39,rxn1298,product,HIP,MAE,Direct prediction,2.509570331934445,2.5114419696404844,0.0018716377060394862
39,rxn1298,reactant,HIP,MAE+Sub,Direct prediction,2.6989557791093435,2.6984893713207043,0.000466407788639156
39,rxn1298,product,HIP,MAE+Sub,Direct prediction,2.5089442788011964,2.5114419696404844,0.0024976908392879693
40,rxn1299,reactant,HIP,MSE,Direct prediction,2.7010447840593126,2.6984893713207043,0.002555412738608265
40,rxn1299,product,HIP,MSE,Direct prediction,2.361797840294836,2.361097474449671,0.0007003658451649741
40,rxn1299,reactant,HIP,MAE,Direct prediction,2.6983127576146333,2.6984893713207043,0.0001766137060710271
40,rxn1299,product,HIP,MAE,Direct prediction,2.358031747125694,2.361097474449671,0.003065727323976919
40,rxn1299,reactant,HIP,MAE+Sub,Direct prediction,2.69900528135464,2.6984893713207043,0.0005159100339358069
40,rxn1299,product,HIP,MAE+Sub,Direct prediction,2.358394020392617,2.361097474449671,0.0027034540570540777
41,rxn1300,reactant,HIP,MSE,Direct prediction,2.700977575732658,2.6984893713207043,0.0024882044119536317
41,rxn1300,product,HIP,MSE,Direct prediction,2.6819508556639677,2.682323160891152,0.00037230522718445513
41,rxn1300,reactant,HIP,MAE,Direct prediction,2.698344838007502,2.6984893713207043,0.00014453331320218865
41,rxn1300,product,HIP,MAE,Direct prediction,2.6834447248230564,2.682323160891152,0.0011215639319042126
41,rxn1300,reactant,HIP,MAE+Sub,Direct prediction,2.699020358891413,2.6984893713207043,0.0005309875707086853
41,rxn1300,product,HIP,MAE+Sub,Direct prediction,2.681418421482335,2.682323160891152,0.000904739408817079
42,rxn1301,reactant,HIP,MSE,Direct prediction,2.701043450508976,2.6984893713207043,0.002554079188271885
42,rxn1301,product,HIP,MSE,Direct prediction,2.722068685433753,2.719058975341506,0.00300971009224682
42,rxn1301,reactant,HIP,MAE,Direct prediction,2.6983427677831173,2.6984893713207043,0.00014660353758699785
